customer_id,customer_first_name,customer_last_name,country,city,payment_date,payment_count,daily_sum,prev30_avg_daily_sum,deviation_from_average,risk_rank
102,CRYSTAL,FORD,Israel,Ashdod,2005-07-27,3,8.97,1.76,7.21,868
101,PEGGY,MYERS,Saudi Arabia,Abha,2005-08-01,3,8.97,1.8,7.17,869
64,JUDITH,COX,China,Daxian,2005-07-09,3,7.97,0.8,7.17,870
190,YOLANDA,WEAVER,Tanzania,Tabora,2005-08-21,3,8.97,1.86,7.11,871
556,ARMANDO,GRUBER,United Kingdom,Southport,2005-07-08,3,7.97,0.87,7.11,872
125,ETHEL,WEBB,South Africa,Boksburg,2005-07-31,3,8.97,1.9,7.07,873
264,GWENDOLYN,MAY,Japan,Higashiosaka,2005-08-17,3,7.97,0.93,7.04,874
589,TRACY,HERRMANN,Ecuador,Loja,2005-08-21,3,8.97,1.96,7.01,875
524,JARED,ELY,Indonesia,Purwakarta,2005-08-21,3,7.97,0.97,7.01,876
89,JULIA,FLORES,Argentina,La Plata,2005-07-31,3,8.97,2.0,6.97,877
24,KIMBERLY,LEE,Argentina,Crdoba,2005-08-19,3,7.97,1.0,6.97,878
236,MARCIA,DEAN,Philippines,Tanza,2005-07-11,3,8.97,2.03,6.94,879
376,RANDY,GAITHER,Russian Federation,Kurgan,2005-07-31,3,8.97,2.03,6.94,880
197,SUE,PETERS,China,Changzhou,2005-08-22,3,8.97,2.06,6.91,881
308,THOMAS,GRIGSBY,United States,Kansas City,2005-06-17,3,6.97,0.13,6.84,882
569,DAVE,GARDINER,China,Leshan,2005-08-18,3,7.97,1.16,6.81,883
410,CURTIS,IRBY,Canada,Richmond Hill,2005-08-22,3,9.97,3.19,6.78,884
372,STEVE,MACKENZIE,Indonesia,Probolinggo,2005-08-21,3,9.97,3.19,6.78,885
69,JUDY,GRAY,Algeria,Bchar,2005-08-21,3,7.97,1.2,6.77,886
252,MATTIE,HOFFMAN,United Kingdom,London,2005-07-27,3,6.97,0.2,6.77,887
214,KRISTIN,JOHNSTON,United States,Sunnyvale,2005-05-31,3,6.97,0.2,6.77,888
114,GRACE,ELLIS,Germany,Duisburg,2005-08-23,4,8.96,2.23,6.73,889
329,FRANK,WAGGONER,Bangladesh,Jamalpur,2005-07-30,4,7.96,1.26,6.7,890
101,PEGGY,MYERS,Saudi Arabia,Abha,2005-07-29,3,7.97,1.3,6.67,891
444,MARCUS,HIDALGO,Estonia,Tartu,2005-06-15,3,6.97,0.33,6.64,892
121,JOSEPHINE,GOMEZ,India,Etawah,2005-08-18,3,7.97,1.36,6.61,893
266,NORA,HERRERA,Austria,Salzburg,2005-08-22,3,8.97,2.39,6.58,894
459,TOMMY,COLLAZO,Iran,Qomsheh,2005-06-20,3,6.97,0.4,6.57,895
416,JEFFERY,PINSON,Pakistan,Dadu,2005-08-23,3,8.97,2.46,6.51,896
113,CINDY,FISHER,Venezuela,Cuman,2005-08-01,3,7.97,1.46,6.51,897
554,DWAYNE,OLVERA,India,Rajkot,2005-08-21,3,7.97,1.46,6.51,898
340,PATRICK,NEWSOM,Vietnam,Hanoi,2005-08-19,3,7.97,1.5,6.47,899
282,JENNY,CASTRO,Puerto Rico,Ponce,2005-07-29,3,7.97,1.5,6.47,900
369,FRED,WHEAT,Mexico,Jurez,2005-08-01,3,7.97,1.53,6.44,901
253,TERRY,CARLSON,Japan,Miyakonojo,2005-07-28,3,6.97,0.53,6.44,902
274,NAOMI,JENNINGS,India,Karnal,2005-08-02,3,7.97,1.6,6.37,903
380,RUSSELL,BRINSON,Poland,Tychy,2005-08-23,3,8.97,2.63,6.34,904
287,BECKY,MILES,India,Tambaram,2005-08-22,3,7.97,1.66,6.31,905
115,WENDY,HARRISON,Mexico,Nezahualcyotl,2005-07-11,3,6.97,0.66,6.31,906
129,CARRIE,PORTER,China,Liaocheng,2005-07-06,3,6.97,0.66,6.31,907
26,JESSICA,HALL,Holy See (Vatican City State),Citt del Vaticano,2005-08-02,3,7.97,1.7,6.27,908
397,JIMMY,SCHRADER,Russian Federation,Atinsk,2005-08-01,3,7.97,1.7,6.27,909
197,SUE,PETERS,China,Changzhou,2005-06-15,3,6.97,0.7,6.27,910
100,ROBIN,HAYES,Russian Federation,Jelets,2005-07-28,3,7.97,1.7,6.27,910
413,MARVIN,YEE,India,Berhampore (Baharampur),2005-08-02,3,6.97,0.7,6.27,912
582,ANDY,VANHORN,Mexico,Huejutla de Reyes,2005-08-23,3,8.97,2.73,6.24,913
160,ERIN,DUNN,Russian Federation,Ljubertsy,2005-07-31,3,6.97,0.73,6.24,914
288,BOBBIE,CRAIG,Mexico,Valle de Santiago,2005-08-19,3,6.97,0.76,6.21,915
452,TOM,MILNER,United Arab Emirates,Abu Dhabi,2005-06-18,3,6.97,0.76,6.21,916
34,REBECCA,SCOTT,Japan,Kurashiki,2005-07-27,3,6.97,0.77,6.21,917
403,MIKE,WAY,India,Valparai,2005-08-21,3,8.97,2.79,6.18,918
211,STACEY,MONTGOMERY,China,Fuyu,2005-07-12,3,7.97,1.83,6.14,919
303,WILLIAM,SATTERFIELD,Yemen,Sanaa,2005-08-17,3,6.97,0.83,6.14,920
34,REBECCA,SCOTT,Japan,Kurashiki,2005-08-18,3,6.97,0.86,6.11,921
68,NICOLE,PETERSON,India,Shivapuri,2005-07-06,3,6.97,0.87,6.11,922
290,KRISTINA,CHAMBERS,Venezuela,Valle de la Pascua,2005-07-07,3,6.97,0.87,6.11,922
274,NAOMI,JENNINGS,India,Karnal,2005-08-22,3,8.97,2.89,6.08,924
207,GERTRUDE,CASTILLO,Greenland,Nuuk,2005-07-09,3,6.97,0.9,6.07,925
135,JUANITA,MASON,India,Pune,2005-08-01,3,7.97,1.93,6.04,926
182,RENEE,LANE,United States,Compton,2005-07-08,3,6.97,0.93,6.04,927
388,CRAIG,MORRELL,Philippines,Cavite,2005-07-31,3,6.97,0.96,6.01,928
593,RENE,MCALISTER,United States,Garden Grove,2005-07-08,3,6.97,1.03,5.94,929
12,NANCY,THOMAS,India,Yamuna Nagar,2005-07-09,4,6.96,1.03,5.93,930
383,MARTIN,BALES,Angola,Namibe,2005-08-02,3,6.97,1.06,5.91,931
227,COLLEEN,BURTON,Germany,Saarbrcken,2005-07-29,3,6.97,1.06,5.91,932
13,KAREN,JACKSON,Turkey,Osmaniye,2005-07-12,3,6.97,1.06,5.91,933
270,LEAH,CURTIS,Poland,Kalisz,2005-08-17,3,6.97,1.1,5.87,934
129,CARRIE,PORTER,China,Liaocheng,2005-07-09,3,6.97,1.13,5.84,935
25,DEBORAH,WALKER,Pakistan,Shikarpur,2005-07-07,3,6.97,1.13,5.84,936
497,GILBERT,SLEDGE,United Kingdom,York,2005-07-08,3,6.97,1.13,5.84,936
488,SHANE,MILLARD,Mexico,La Paz,2005-07-28,3,6.97,1.13,5.84,938
377,HOWARD,FORTNER,Iran,Kermanshah,2005-06-20,3,5.97,0.13,5.84,939
420,JACOB,LANCE,United States,El Monte,2005-06-19,3,5.97,0.17,5.8,940
462,WARREN,SHERROD,Russian Federation,Usolje-Sibirskoje,2005-07-29,3,7.97,2.2,5.77,941
561,IAN,STILL,United States,Garland,2005-07-12,3,6.97,1.23,5.74,942
102,CRYSTAL,FORD,Israel,Ashdod,2005-07-30,3,7.97,2.29,5.68,943
394,CHRIS,BROTHERS,Spain,Gijn,2005-08-01,3,6.97,1.3,5.67,944
326,JOSE,ANDREW,Saint Vincent and the Grenadines,Kingstown,2005-07-31,3,6.97,1.33,5.64,945
275,CAROLE,BARNETT,United States,Peoria,2005-08-20,4,6.96,1.33,5.63,946
30,MELISSA,KING,Taiwan,Lungtan,2005-08-18,3,6.97,1.36,5.61,947
283,FELICIA,SUTTON,China,Korla,2005-07-11,4,6.96,1.36,5.6,948
60,MILDRED,BAILEY,India,Jaipur,2005-07-27,3,5.97,0.4,5.57,949
188,MELANIE,ARMSTRONG,Philippines,Bayugan,2005-08-22,3,6.97,1.43,5.54,950
330,SCOTT,SHELLEY,United States,Aurora,2005-07-12,3,6.97,1.46,5.51,951
98,LILLIAN,GRIFFIN,United Arab Emirates,al-Ayn,2005-08-02,3,6.97,1.5,5.47,952
158,VERONICA,STONE,United States,Greensboro,2005-08-20,3,6.97,1.53,5.44,953
419,CHAD,CARBONE,India,Katihar,2005-07-10,3,5.97,0.53,5.44,954
411,NORMAN,CURRIER,Indonesia,Cianjur,2005-07-27,3,5.97,0.53,5.44,954
439,ALEXANDER,FENNELL,Italy,Bergamo,2005-08-23,3,7.97,2.56,5.41,956
151,MEGAN,PALMER,China,Laiwu,2005-07-12,3,5.97,0.56,5.41,957
28,CYNTHIA,YOUNG,India,Munger (Monghyr),2005-08-18,3,6.97,1.6,5.37,958
74,DENISE,KELLY,Brazil,Rio Claro,2005-08-23,3,6.97,1.7,5.27,959
400,BRYAN,HARDISON,United States,Dallas,2005-08-01,3,6.97,1.73,5.24,960
214,KRISTIN,JOHNSTON,United States,Sunnyvale,2005-08-20,3,6.97,1.8,5.17,961
244,VIOLA,HANSON,Philippines,Lapu-Lapu,2005-08-20,3,6.97,1.8,5.17,962
595,TERRENCE,GUNDERSON,China,Jinzhou,2005-08-23,3,6.97,1.83,5.14,963
72,THERESA,WATSON,Philippines,Taguig,2005-08-20,3,6.97,1.83,5.14,964
353,JONATHAN,SCARBOROUGH,Mexico,Pachuca de Soto,2005-08-23,3,5.97,1.0,4.97,965
75,TAMMY,SANDERS,Taiwan,Changhwa,2005-07-28,3,5.97,1.06,4.91,966
138,HAZEL,WARREN,China,Hohhot,2005-08-02,3,6.97,2.09,4.88,967
502,BRETT,CORNWELL,India,Siliguri (Shiliguri),2005-05-30,3,4.97,0.1,4.87,968
494,RAMON,CHOATE,Ecuador,Robamba,2005-07-06,3,4.97,0.1,4.87,968
435,RICKY,SHELBY,China,Junan,2005-08-17,3,5.97,1.13,4.84,970
64,JUDITH,COX,China,Daxian,2005-07-27,3,5.97,1.16,4.81,971
4,BARBARA,JONES,Myanmar,Myingyan,2005-06-16,3,4.97,0.17,4.8,972
311,PAUL,TROUT,Russian Federation,Kursk,2005-08-19,3,5.97,1.2,4.77,973
121,JOSEPHINE,GOMEZ,India,Etawah,2005-07-27,3,4.97,0.2,4.77,974
448,MIGUEL,BETANCOURT,Germany,Erlangen,2005-07-07,3,5.97,1.26,4.71,975
145,LUCILLE,HOLMES,South Africa,Soshanguve,2005-07-11,3,5.97,1.3,4.67,976
336,JOSHUA,MARK,India,Rampur,2005-08-19,3,5.97,1.33,4.64,977
461,DEREK,BLAKELY,Philippines,Gingoog,2005-07-28,3,4.97,0.37,4.61,978
440,BERNARD,COLBY,India,Dhule (Dhulia),2005-07-10,3,4.97,0.47,4.5,979
283,FELICIA,SUTTON,China,Korla,2005-08-17,3,4.97,0.53,4.44,980
416,JEFFERY,PINSON,Pakistan,Dadu,2005-06-16,3,4.97,0.53,4.44,981
93,PHYLLIS,FOSTER,China,Zalantun,2005-08-23,3,5.97,1.56,4.41,982
110,TIFFANY,JORDAN,China,Enshi,2005-07-27,3,4.97,0.6,4.37,983
388,CRAIG,MORRELL,Philippines,Cavite,2005-08-17,3,4.97,0.7,4.27,984
38,MARTHA,GONZALEZ,Moldova,Chisinau,2005-07-30,3,5.97,1.73,4.24,985
35,VIRGINIA,GREEN,France,Toulouse,2005-07-09,3,4.97,0.86,4.11,986
579,DARYL,LARUE,Iraq,Mosul,2005-08-21,3,5.97,1.96,4.01,987
254,MAXINE,SILVA,Brazil,Poos de Caldas,2005-08-18,3,4.97,1.13,3.84,988
354,JUSTIN,NGO,Brazil,Santo Andr,2005-07-27,3,4.97,1.33,3.64,989
444,MARCUS,HIDALGO,Estonia,Tartu,2005-08-20,3,4.97,1.4,3.57,990
485,CLYDE,TOBIAS,China,Shaoguan,2005-07-06,3,3.97,0.4,3.57,991
75,TAMMY,SANDERS,Taiwan,Changhwa,2005-07-12,3,4.97,1.63,3.34,992
196,ALMA,AUSTIN,Germany,Mannheim,2005-07-29,3,3.97,1.03,2.94,993
64,JUDITH,COX,China,Daxian,2005-07-12,3,3.97,1.16,2.81,994
57,EVELYN,MORGAN,Liechtenstein,Vaduz,2005-07-30,3,3.97,1.23,2.74,995
377,HOWARD,FORTNER,Iran,Kermanshah,2005-07-07,3,2.97,0.6,2.37,996
