customer_id,customer_name,city_name,country_name,payment_date,payment_count,total_amount,max_payment,r_or_nc17_payment_share,country_amount_rank
131,MONICA HICKS,Mukateve,Ukraine,2005-08-19,4,18.96,7.99,0.0,3
475,PEDRO CHESTNUT,ostka,Ukraine,2005-07-28,3,15.97,7.99,0.3333,7
475,PEDRO CHESTNUT,ostka,Ukraine,2005-07-09,4,14.96,9.99,0.75,10
386,TODD TAN,Kamjanets-Podilskyi,Ukraine,2005-07-11,4,14.96,4.99,0.25,10
386,TODD TAN,Kamjanets-Podilskyi,Ukraine,2005-08-20,3,13.97,6.99,1.0,14
386,TODD TAN,Kamjanets-Podilskyi,Ukraine,2005-06-16,3,12.97,5.99,0.6667,15
386,TODD TAN,Kamjanets-Podilskyi,Ukraine,2005-08-01,3,11.97,4.99,0.3333,17
131,MONICA HICKS,Mukateve,Ukraine,2005-08-18,3,11.97,9.99,0.3333,17
131,MONICA HICKS,Mukateve,Ukraine,2005-07-10,3,9.97,3.99,0.3333,23
475,PEDRO CHESTNUT,ostka,Ukraine,2005-07-31,3,9.97,3.99,0.3333,23
98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-07-29,3,16.97,5.99,0.3333,1
452,TOM MILNER,Abu Dhabi,United Arab Emirates,2005-07-06,3,13.97,6.99,0.3333,2
292,MISTY LAMBERT,Sharja,United Arab Emirates,2005-07-27,3,11.97,5.99,0.3333,3
452,TOM MILNER,Abu Dhabi,United Arab Emirates,2005-07-07,3,8.97,4.99,0.6667,11
452,TOM MILNER,Abu Dhabi,United Arab Emirates,2005-06-18,3,6.97,4.99,1.0,19
98,LILLIAN GRIFFIN,al-Ayn,United Arab Emirates,2005-08-02,3,6.97,2.99,0.3333,19
497,GILBERT SLEDGE,York,United Kingdom,2005-06-18,3,17.97,8.99,0.3333,1
583,MARSHALL THORN,Southampton,United Kingdom,2005-07-06,3,17.97,9.99,0.6667,1
142,APRIL BURNS,Dundee,United Kingdom,2005-07-30,3,16.97,7.99,0.6667,3
477,DAN PAINE,Stockport,United Kingdom,2005-07-29,3,15.97,6.99,0.3333,4
512,CECIL VINES,London,United Kingdom,2005-08-22,4,13.96,3.99,0.25,9
583,MARSHALL THORN,Southampton,United Kingdom,2005-08-01,3,12.97,4.99,0.6667,11
556,ARMANDO GRUBER,Southport,United Kingdom,2005-07-08,3,7.97,3.99,0.0,44
497,GILBERT SLEDGE,York,United Kingdom,2005-07-08,3,6.97,4.99,0.3333,58
252,MATTIE HOFFMAN,London,United Kingdom,2005-07-27,3,6.97,4.99,0.3333,58
2,PATRICIA JOHNSON,San Bernardino,United States,2005-07-30,5,30.95,10.99,0.0,1
181,ANA BRADLEY,Memphis,United States,2005-08-01,5,26.95,6.99,0.8,2
212,WILMA RICHARDS,Bellevue,United States,2005-07-08,3,21.97,10.99,0.3333,3
382,VICTOR BARKLEY,Manchester,United States,2005-07-30,3,21.97,9.99,0.3333,3
420,JACOB LANCE,El Monte,United States,2005-08-01,3,20.97,10.99,0.3333,5
294,SHELLY WATTS,Dayton,United States,2005-08-01,5,20.95,6.99,0.6,6
146,JAMIE RICE,Sterling Heights,United States,2005-07-11,3,19.97,7.99,0.6667,7
181,ANA BRADLEY,Memphis,United States,2005-07-30,3,19.97,8.99,0.6667,7
275,CAROLE BARNETT,Peoria,United States,2005-08-21,4,19.96,5.99,0.25,9
149,VALERIE BLACK,Brockton,United States,2005-06-18,3,18.97,7.99,0.6667,10
112,ROSA REYNOLDS,Lancaster,United States,2005-07-31,4,17.96,5.99,0.25,14
146,JAMIE RICE,Sterling Heights,United States,2005-08-02,4,17.96,7.99,0.75,14
51,ALICE STEWART,Fontana,United States,2005-07-09,3,16.97,7.99,0.0,17
63,ASHLEY RICHARDSON,Lincoln,United States,2005-07-10,3,16.97,6.99,1.0,17
2,PATRICIA JOHNSON,San Bernardino,United States,2005-07-27,3,16.97,5.99,0.3333,17
112,ROSA REYNOLDS,Lancaster,United States,2005-08-17,3,16.97,7.99,0.6667,17
51,ALICE STEWART,Fontana,United States,2005-08-21,3,16.97,6.99,0.0,17
526,KARL SEAL,Cape Coral,United States,2005-07-27,4,16.96,7.99,0.5,22
276,BRANDY GRAVES,Warren,United States,2005-07-30,4,16.96,8.99,0.75,22
2,PATRICIA JOHNSON,San Bernardino,United States,2005-08-02,4,16.96,6.99,0.25,22
276,BRANDY GRAVES,Warren,United States,2005-08-18,3,15.97,5.99,0.3333,26
214,KRISTIN JOHNSTON,Sunnyvale,United States,2005-08-19,3,15.97,9.99,0.3333,26
158,VERONICA STONE,Greensboro,United States,2005-08-02,4,15.96,6.99,0.25,28
181,ANA BRADLEY,Memphis,United States,2005-08-19,4,15.96,4.99,0.25,28
2,PATRICIA JOHNSON,San Bernardino,United States,2005-07-29,3,14.97,5.99,0.3333,33
158,VERONICA STONE,Greensboro,United States,2005-08-23,3,14.97,5.99,0.3333,33
526,KARL SEAL,Cape Coral,United States,2005-06-17,4,14.96,7.99,0.25,36
14,BETTY WHITE,Citrus Heights,United States,2005-07-09,3,13.97,7.99,0.3333,43
269,CASSANDRA WALTERS,Salinas,United States,2005-07-12,3,13.97,5.99,0.0,43
593,RENE MCALISTER,Garden Grove,United States,2005-08-01,3,13.97,5.99,0.3333,43
305,RICHARD MCCRARY,Arlington,United States,2005-08-02,3,13.97,5.99,0.3333,43
479,ZACHARY HITE,Akron,United States,2005-06-17,4,13.96,3.99,0.0,47
63,ASHLEY RICHARDSON,Lincoln,United States,2005-07-31,5,13.95,4.99,0.8,48
212,WILMA RICHARDS,Bellevue,United States,2005-08-18,3,12.97,7.99,1.0,58
63,ASHLEY RICHARDSON,Lincoln,United States,2005-08-22,3,12.97,5.99,0.0,58
181,ANA BRADLEY,Memphis,United States,2005-08-18,3,11.97,7.99,0.3333,71
276,BRANDY GRAVES,Warren,United States,2005-08-23,3,11.97,4.99,0.6667,71
330,SCOTT SHELLEY,Aurora,United States,2005-07-06,3,10.97,4.99,0.6667,87
561,IAN STILL,Garland,United States,2005-08-02,3,10.97,4.99,0.3333,87
382,VICTOR BARKLEY,Manchester,United States,2005-06-18,4,10.96,4.99,0.5,89
504,NATHANIEL ADAM,Joliet,United States,2005-07-28,3,9.97,4.99,0.6667,120
330,SCOTT SHELLEY,Aurora,United States,2005-06-20,3,8.97,4.99,0.3333,149
96,DIANA ALEXANDER,Augusta-Richmond County,United States,2005-07-10,3,8.97,4.99,0.0,149
308,THOMAS GRIGSBY,Kansas City,United States,2005-08-01,3,8.97,4.99,0.0,149
6,JENNIFER DAVIS,Laredo,United States,2005-08-17,3,8.97,6.99,0.6667,149
504,NATHANIEL ADAM,Joliet,United States,2005-08-19,3,8.97,2.99,0.3333,149
214,KRISTIN JOHNSTON,Sunnyvale,United States,2005-05-31,3,6.97,2.99,0.3333,244
308,THOMAS GRIGSBY,Kansas City,United States,2005-06-17,3,6.97,4.99,0.6667,244
182,RENEE LANE,Compton,United States,2005-07-08,3,6.97,3.99,0.3333,244
593,RENE MCALISTER,Garden Grove,United States,2005-07-08,3,6.97,4.99,0.3333,244
330,SCOTT SHELLEY,Aurora,United States,2005-07-12,3,6.97,2.99,0.3333,244
561,IAN STILL,Garland,United States,2005-07-12,3,6.97,4.99,0.6667,244
400,BRYAN HARDISON,Dallas,United States,2005-08-01,3,6.97,2.99,0.6667,244
158,VERONICA STONE,Greensboro,United States,2005-08-20,3,6.97,2.99,0.3333,244
214,KRISTIN JOHNSTON,Sunnyvale,United States,2005-08-20,3,6.97,4.99,1.0,244
275,CAROLE BARNETT,Peoria,United States,2005-08-20,4,6.96,2.99,0.5,253
420,JACOB LANCE,El Monte,United States,2005-06-19,3,5.97,3.99,0.3333,306
290,KRISTINA CHAMBERS,Valle de la Pascua,Venezuela,2005-06-15,3,20.97,8.99,0.3333,1
453,CALVIN MARTEL,Maracabo,Venezuela,2005-08-21,4,18.96,5.99,0.25,2
113,CINDY FISHER,Cuman,Venezuela,2005-06-20,3,16.97,8.99,0.6667,3
174,YVONNE WATKINS,Ocumare del Tuy,Venezuela,2005-08-01,3,16.97,8.99,0.6667,3
111,CARMEN OWENS,Caracas,Venezuela,2005-08-02,3,12.97,4.99,0.3333,14
539,MATHEW BOLIN,Valencia,Venezuela,2005-06-15,3,9.97,4.99,0.6667,16
113,CINDY FISHER,Cuman,Venezuela,2005-08-01,3,7.97,4.99,0.3333,28
290,KRISTINA CHAMBERS,Valle de la Pascua,Venezuela,2005-07-07,3,6.97,4.99,0.0,37
520,MITCHELL WESTMORELAND,Nha Trang,Vietnam,2005-07-10,3,19.97,10.99,0.3333,1
472,GREG ROBINS,Nam Dinh,Vietnam,2005-07-11,3,18.97,6.99,0.0,2
532,NEIL RENNER,Cam Ranh,Vietnam,2005-08-19,3,18.97,8.99,0.0,2
199,BETH FRANKLIN,Haiphong,Vietnam,2005-08-01,3,16.97,8.99,0.3333,4
520,MITCHELL WESTMORELAND,Nha Trang,Vietnam,2005-08-18,3,16.97,5.99,0.3333,4
340,PATRICK NEWSOM,Hanoi,Vietnam,2005-08-01,4,16.96,8.99,0.5,6
532,NEIL RENNER,Cam Ranh,Vietnam,2005-07-09,3,15.97,7.99,0.6667,7
340,PATRICK NEWSOM,Hanoi,Vietnam,2005-08-22,3,15.97,9.99,0.6667,7
340,PATRICK NEWSOM,Hanoi,Vietnam,2005-07-29,4,15.96,4.99,0.5,9
472,GREG ROBINS,Nam Dinh,Vietnam,2005-08-21,3,14.97,4.99,1.0,10
532,NEIL RENNER,Cam Ranh,Vietnam,2005-08-02,3,13.97,5.99,0.6667,11
199,BETH FRANKLIN,Haiphong,Vietnam,2005-07-31,3,12.97,4.99,0.0,13
520,MITCHELL WESTMORELAND,Nha Trang,Vietnam,2005-08-23,3,11.97,7.99,0.3333,17
340,PATRICK NEWSOM,Hanoi,Vietnam,2005-08-19,3,7.97,2.99,0.3333,33
406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-07-27,4,23.96,7.99,0.25,1
406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-08-21,3,12.97,6.99,0.3333,2
406,NATHAN RUNYON,Charlotte Amalie,"Virgin Islands, U.S.",2005-07-30,5,11.95,4.99,0.4,3
470,GORDON ALLARD,Hodeida,Yemen,2005-08-18,3,23.97,10.99,0.6667,1
210,ELLA OLIVER,Aden,Yemen,2005-07-08,3,17.97,6.99,0.3333,2
470,GORDON ALLARD,Hodeida,Yemen,2005-07-06,3,15.97,5.99,0.3333,4
213,GINA WILLIAMSON,Taizz,Yemen,2005-07-30,3,14.97,6.99,0.3333,6
210,ELLA OLIVER,Aden,Yemen,2005-07-29,3,13.97,8.99,0.3333,7
210,ELLA OLIVER,Aden,Yemen,2005-08-19,3,12.97,4.99,0.3333,9
210,ELLA OLIVER,Aden,Yemen,2005-07-07,4,12.96,7.99,0.75,10
303,WILLIAM SATTERFIELD,Sanaa,Yemen,2005-07-29,3,8.97,6.99,0.3333,20
303,WILLIAM SATTERFIELD,Sanaa,Yemen,2005-08-17,3,6.97,2.99,0.3333,33
7,MARIA MILLER,Kragujevac,Yugoslavia,2005-08-01,4,22.96,6.99,0.75,1
553,MAX PITT,Novi Sad,Yugoslavia,2005-07-06,5,22.95,4.99,0.6,2
438,BARRY LOVELACE,Kitwe,Zambia,2005-07-27,3,11.97,8.99,0.6667,3
