suspicion_rank,customer_id,customer_name,customer_email,customer_country,customer_city,customer_store_id,last_payment_store_id,window_start,window_end,window_payment_count,window_payment_sum,hist_payment_count,hist_payment_sum_30d,avg_daily_payment_count_30d,avg_daily_payment_sum_30d,count_ratio_to_norm,sum_ratio_to_norm,deviation_score,last_payment_id,last_payment_date,last_payment_amount,last_payment_staff_id,last_payment_staff_name
9330,371,BILLY POULIN,BILLY.POULIN@sakilacustomer.org,Philippines,Cabuyao,1,1,2005-07-27 16:31:40.000,2005-07-28 16:31:40,1,3.99,7,22.93,0.2333,0.7643,4.2857,5.2202,4.2857,10039,2005-07-27 16:31:40.000,3.99,1,Mike Hillyer
9330,111,CARMEN OWENS,CARMEN.OWENS@sakilacustomer.org,Venezuela,Caracas,1,2,2005-08-18 02:08:48.000,2005-08-19 02:08:48,1,3.99,7,22.93,0.2333,0.7643,4.2857,5.2202,4.2857,2993,2005-08-18 02:08:48.000,3.99,2,Jon Stephens
9334,187,BRITTANY RILEY,BRITTANY.RILEY@sakilacustomer.org,Ukraine,Sumy,2,1,2005-08-18 14:04:41.000,2005-08-19 14:04:41,1,7.99,7,45.93,0.2333,1.531,4.2857,5.2188,4.2857,5096,2005-08-18 14:04:41.000,7.99,1,Mike Hillyer
9335,468,TIM CARY,TIM.CARY@sakilacustomer.org,India,Bijapur,1,1,2005-08-21 07:49:53.000,2005-08-22 07:49:53,2,12.98,14,74.86,0.4667,2.4953,4.2857,5.2017,4.2857,12645,2005-08-21 18:03:51.000,9.99,1,Mike Hillyer
9336,208,LUCY WHEELER,LUCY.WHEELER@sakilacustomer.org,India,Balurghat,1,2,2005-08-01 21:24:28.000,2005-08-02 21:24:28,2,8.98,14,51.86,0.4667,1.7287,4.2857,5.1948,4.2857,5651,2005-08-02 20:26:19.000,2.99,2,Jon Stephens
9337,206,TERRI VASQUEZ,TERRI.VASQUEZ@sakilacustomer.org,Brazil,Blumenau,1,2,2005-07-07 06:36:32.000,2005-07-08 06:36:32,1,4.99,7,28.93,0.2333,0.9643,4.2857,5.1746,4.2857,5576,2005-07-07 06:36:32.000,4.99,2,Jon Stephens
9337,574,JULIAN VEST,JULIAN.VEST@sakilacustomer.org,Japan,Akishima,2,1,2005-07-07 11:53:14.000,2005-07-08 11:53:14,1,4.99,7,28.93,0.2333,0.9643,4.2857,5.1746,4.2857,15374,2005-07-07 11:53:14.000,4.99,1,Mike Hillyer
9337,560,JORDAN ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,Argentina,Avellaneda,1,1,2005-07-11 23:08:06.000,2005-07-12 23:08:06,1,4.99,7,28.93,0.2333,0.9643,4.2857,5.1746,4.2857,14999,2005-07-11 23:08:06.000,4.99,1,Mike Hillyer
9337,278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,Turkey,Inegl,2,2,2005-07-12 20:12:06.000,2005-07-13 20:12:06,1,4.99,7,28.93,0.2333,0.9643,4.2857,5.1746,4.2857,7535,2005-07-12 20:12:06.000,4.99,2,Jon Stephens
9337,429,FREDERICK ISBELL,FREDERICK.ISBELL@sakilacustomer.org,Japan,Tsuyama,2,1,2005-08-19 06:04:07.000,2005-08-20 06:04:07,1,4.99,7,28.93,0.2333,0.9643,4.2857,5.1746,4.2857,11596,2005-08-19 06:04:07.000,4.99,1,Mike Hillyer
9342,400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,United States,Dallas,2,2,2005-07-12 16:34:59.000,2005-07-13 16:34:59,1,5.99,7,34.93,0.2333,1.1643,4.2857,5.1446,4.2857,10817,2005-07-12 16:34:59.000,5.99,2,Jon Stephens
9342,400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,United States,Dallas,2,1,2005-07-28 03:07:29.000,2005-07-29 03:07:29,1,5.99,7,34.93,0.2333,1.1643,4.2857,5.1446,4.2857,10820,2005-07-28 03:07:29.000,5.99,1,Mike Hillyer
9344,141,DEBBIE REYES,DEBBIE.REYES@sakilacustomer.org,Japan,Fukuyama,1,1,2005-08-02 19:29:47.000,2005-08-03 19:29:47,2,8.98,14,52.86,0.4667,1.762,4.2857,5.0965,4.2857,3818,2005-08-02 19:32:51.000,5.99,1,Mike Hillyer
9345,210,ELLA OLIVER,ELLA.OLIVER@sakilacustomer.org,Yemen,Aden,2,2,2005-07-28 11:38:08.000,2005-07-29 11:38:08,2,9.98,14,58.86,0.4667,1.962,4.2857,5.0866,4.2857,5706,2005-07-29 04:20:42.000,8.99,2,Jon Stephens
9345,35,VIRGINIA GREEN,VIRGINIA.GREEN@sakilacustomer.org,France,Toulouse,2,1,2005-07-30 06:07:42.000,2005-07-31 06:07:42,2,9.98,14,58.86,0.4667,1.962,4.2857,5.0866,4.2857,975,2005-07-31 02:59:20.000,6.99,1,Mike Hillyer
9345,289,VIOLET RODRIQUEZ,VIOLET.RODRIQUEZ@sakilacustomer.org,Hong Kong,Kowloon and New Kowloon,1,2,2005-08-21 22:16:57.000,2005-08-22 22:16:57,2,9.98,14,58.86,0.4667,1.962,4.2857,5.0866,4.2857,7843,2005-08-22 05:03:59.000,4.99,2,Jon Stephens
9348,137,RHONDA KENNEDY,RHONDA.KENNEDY@sakilacustomer.org,Netherlands,Apeldoorn,2,1,2005-08-23 04:00:30.000,2005-08-24 04:00:30,3,17.97,21,106.79,0.7,3.5597,4.2857,5.0482,4.2857,3719,2005-08-23 21:56:04.000,9.99,1,Mike Hillyer
9349,411,NORMAN CURRIER,NORMAN.CURRIER@sakilacustomer.org,Indonesia,Cianjur,1,1,2005-07-10 14:58:36.000,2005-07-11 14:58:36,1,2.99,7,17.93,0.2333,0.5977,4.2857,5.0028,4.2857,11132,2005-07-10 14:58:36.000,2.99,1,Mike Hillyer
9349,378,EUGENE CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,China,Shenzhen,1,1,2005-07-31 13:20:08.000,2005-08-01 13:20:08,1,2.99,7,17.93,0.2333,0.5977,4.2857,5.0028,4.2857,10241,2005-07-31 13:20:08.000,2.99,1,Mike Hillyer
9349,256,MABEL HOLLAND,MABEL.HOLLAND@sakilacustomer.org,Myanmar,Monywa,2,2,2005-08-02 05:07:07.000,2005-08-03 05:07:07,1,2.99,7,17.93,0.2333,0.5977,4.2857,5.0028,4.2857,6908,2005-08-02 05:07:07.000,2.99,2,Jon Stephens
9352,339,WALTER PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,China,Xinxiang,2,2,2005-08-21 18:59:17.000,2005-08-22 18:59:17,2,8.98,14,53.86,0.4667,1.7953,4.2857,5.0019,4.2857,9183,2005-08-21 23:24:52.000,3.99,2,Jon Stephens
9353,560,JORDAN ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,Argentina,Avellaneda,1,2,2005-07-27 09:00:20.000,2005-07-28 09:00:20,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,15001,2005-07-27 09:00:20.000,4.99,2,Jon Stephens
9354,238,NELLIE GARRETT,NELLIE.GARRETT@sakilacustomer.org,India,Shimoga,1,1,2005-07-30 07:25:09.000,2005-07-31 07:25:09,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,6431,2005-07-30 07:25:09.000,4.99,1,Mike Hillyer
9355,55,DORIS REED,DORIS.REED@sakilacustomer.org,Russian Federation,Balaiha,2,1,2005-06-20 20:34:55.000,2005-06-21 20:34:55,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,1520,2005-06-20 20:34:55.000,4.99,1,Mike Hillyer
9355,307,JOSEPH JOY,JOSEPH.JOY@sakilacustomer.org,Brazil,Angra dos Reis,2,1,2005-07-06 23:24:03.000,2005-07-07 23:24:03,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,8337,2005-07-06 23:24:03.000,4.99,1,Mike Hillyer
9355,543,LANCE PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,Morocco,Beni-Mellal,1,2,2005-07-11 02:02:03.000,2005-07-12 02:02:03,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,14604,2005-07-11 02:02:03.000,4.99,2,Jon Stephens
9355,105,DAWN SULLIVAN,DAWN.SULLIVAN@sakilacustomer.org,Tuvalu,Funafuti,1,2,2005-07-12 04:57:17.000,2005-07-13 04:57:17,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,2835,2005-07-12 04:57:17.000,4.99,2,Jon Stephens
9355,161,GERALDINE PERKINS,GERALDINE.PERKINS@sakilacustomer.org,Israel,Tel Aviv-Jaffa,1,2,2005-07-12 20:20:50.000,2005-07-13 20:20:50,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,4385,2005-07-12 20:20:50.000,4.99,2,Jon Stephens
9355,92,TINA SIMMONS,TINA.SIMMONS@sakilacustomer.org,Brazil,Goinia,2,1,2005-08-17 13:24:55.000,2005-08-18 13:24:55,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,2526,2005-08-17 13:24:55.000,4.99,1,Mike Hillyer
9355,589,TRACY HERRMANN,TRACY.HERRMANN@sakilacustomer.org,Ecuador,Loja,1,1,2005-08-17 18:10:18.000,2005-08-18 18:10:18,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,15783,2005-08-17 18:10:18.000,4.99,1,Mike Hillyer
9355,271,PENNY NEAL,PENNY.NEAL@sakilacustomer.org,India,Kumbakonam,1,1,2005-08-18 02:49:54.000,2005-08-19 02:49:54,1,4.99,7,29.93,0.2333,0.9977,4.2857,5.0017,4.2857,7343,2005-08-18 02:49:54.000,4.99,1,Mike Hillyer
9363,257,MARSHA DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,Mozambique,Beira,2,2,2005-07-12 13:23:40.000,2005-07-13 13:23:40,1,5.99,7,35.93,0.2333,1.1977,4.2857,5.0014,4.2857,6929,2005-07-12 13:23:40.000,5.99,2,Jon Stephens
9363,472,GREG ROBINS,GREG.ROBINS@sakilacustomer.org,Vietnam,Nam Dinh,1,2,2005-07-30 02:28:22.000,2005-07-31 02:28:22,1,5.99,7,35.93,0.2333,1.1977,4.2857,5.0014,4.2857,12766,2005-07-30 02:28:22.000,5.99,2,Jon Stephens
9365,524,JARED ELY,JARED.ELY@sakilacustomer.org,Indonesia,Purwakarta,1,1,2005-07-29 09:29:44.000,2005-07-30 09:29:44,1,6.99,7,41.93,0.2333,1.3977,4.2857,5.0012,4.2857,14110,2005-07-29 09:29:44.000,6.99,1,Mike Hillyer
9366,236,MARCIA DEAN,MARCIA.DEAN@sakilacustomer.org,Philippines,Tanza,1,2,2005-07-28 07:24:02.000,2005-07-29 07:24:02,2,7.98,14,48.86,0.4667,1.6287,4.2857,4.8997,4.2857,6370,2005-07-28 07:41:59.000,2.99,2,Jon Stephens
9367,197,SUE PETERS,SUE.PETERS@sakilacustomer.org,China,Changzhou,2,2,2005-07-31 03:05:55.000,2005-08-01 03:05:55,1,4.99,7,30.93,0.2333,1.031,4.2857,4.84,4.2857,5339,2005-07-31 03:05:55.000,4.99,2,Jon Stephens
9367,162,LAUREN HUDSON,LAUREN.HUDSON@sakilacustomer.org,France,Le Mans,2,1,2005-08-19 18:30:10.000,2005-08-20 18:30:10,1,4.99,7,30.93,0.2333,1.031,4.2857,4.84,4.2857,4418,2005-08-19 18:30:10.000,4.99,1,Mike Hillyer
9369,57,EVELYN MORGAN,EVELYN.MORGAN@sakilacustomer.org,Liechtenstein,Vaduz,2,1,2005-07-09 04:28:03.000,2005-07-10 04:28:03,1,4.99,7,30.93,0.2333,1.031,4.2857,4.84,4.2857,1574,2005-07-09 04:28:03.000,4.99,1,Mike Hillyer
9369,123,SHANNON FREEMAN,SHANNON.FREEMAN@sakilacustomer.org,India,Varanasi (Benares),2,2,2005-07-29 16:53:00.000,2005-07-30 16:53:00,1,4.99,7,30.93,0.2333,1.031,4.2857,4.84,4.2857,3325,2005-07-29 16:53:00.000,4.99,2,Jon Stephens
9371,447,CLIFFORD BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,Russian Federation,Nabereznyje Telny,1,2,2005-08-23 20:40:31.000,2005-08-24 20:40:31,2,9.98,14,61.86,0.4667,2.062,4.2857,4.84,4.2857,12084,2005-08-23 21:59:57.000,4.99,2,Jon Stephens
9372,214,KRISTIN JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,United States,Sunnyvale,1,1,2005-07-29 15:33:18.000,2005-07-30 15:33:18,1,4.99,7,30.93,0.2333,1.031,4.2857,4.84,4.2857,5816,2005-07-29 15:33:18.000,4.99,1,Mike Hillyer
9372,511,CHESTER BENNER,CHESTER.BENNER@sakilacustomer.org,China,Suihua,1,1,2005-08-19 04:32:32.000,2005-08-20 04:32:32,1,4.99,7,30.93,0.2333,1.031,4.2857,4.84,4.2857,13777,2005-08-19 04:32:32.000,4.99,1,Mike Hillyer
9374,294,SHELLY WATTS,SHELLY.WATTS@sakilacustomer.org,United States,Dayton,2,1,2005-08-17 18:10:40.000,2005-08-18 18:10:40,2,8.98,14,55.86,0.4667,1.862,4.2857,4.8228,4.2857,7975,2005-08-18 04:46:45.000,5.99,1,Mike Hillyer
9374,377,HOWARD FORTNER,HOWARD.FORTNER@sakilacustomer.org,Iran,Kermanshah,1,1,2005-08-23 20:29:56.000,2005-08-24 20:29:56,2,8.98,14,55.86,0.4667,1.862,4.2857,4.8228,4.2857,10228,2005-08-23 20:44:10.000,7.99,1,Mike Hillyer
9376,323,MATTHEW MAHAN,MATTHEW.MAHAN@sakilacustomer.org,Mexico,Cuautla,2,1,2005-07-12 19:03:22.000,2005-07-13 19:03:22,1,3.99,7,24.93,0.2333,0.831,4.2857,4.8014,4.2857,8733,2005-07-12 19:03:22.000,3.99,1,Mike Hillyer
9377,42,CAROLYN PEREZ,CAROLYN.PEREZ@sakilacustomer.org,Thailand,Pak Kret,2,1,2005-07-27 16:25:11.000,2005-07-28 16:25:11,1,3.99,7,24.93,0.2333,0.831,4.2857,4.8014,4.2857,1161,2005-07-27 16:25:11.000,3.99,1,Mike Hillyer
9378,588,MARION OCAMPO,MARION.OCAMPO@sakilacustomer.org,China,Weifang,1,1,2005-08-22 14:30:39.000,2005-08-23 14:30:39,2,7.98,14,49.86,0.4667,1.662,4.2857,4.8014,4.2857,15763,2005-08-22 16:37:32.000,4.99,1,Mike Hillyer
9379,508,MILTON HOWLAND,MILTON.HOWLAND@sakilacustomer.org,India,Vijayawada,2,1,2005-08-01 19:58:49.000,2005-08-02 19:58:49,2,11.98,14,74.86,0.4667,2.4953,4.2857,4.801,4.2857,13704,2005-08-02 18:00:09.000,2.99,1,Mike Hillyer
9380,368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,Iran,Najafabad,1,1,2005-08-20 18:20:18.000,2005-08-21 18:20:18,2,9.98,14,62.86,0.4667,2.0953,4.2857,4.763,4.2857,9972,2005-08-21 10:22:51.000,7.99,1,Mike Hillyer
9381,53,HEATHER MORRIS,HEATHER.MORRIS@sakilacustomer.org,Japan,Nagareyama,1,2,2005-07-09 10:14:39.000,2005-07-10 10:14:39,1,2.99,7,18.93,0.2333,0.631,4.2857,4.7385,4.2857,1467,2005-07-09 10:14:39.000,2.99,2,Jon Stephens
9382,221,BESSIE MORRISON,BESSIE.MORRISON@sakilacustomer.org,Italy,Syrakusa,1,1,2005-08-21 09:37:16.000,2005-08-22 09:37:16,2,8.98,14,56.86,0.4667,1.8953,4.2857,4.738,4.2857,6001,2005-08-21 11:15:46.000,7.99,1,Mike Hillyer
9383,426,BRADLEY MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,India,Purnea (Purnia),1,1,2005-07-28 07:22:07.000,2005-07-29 07:22:07,1,5.99,7,37.93,0.2333,1.2643,4.2857,4.7377,4.2857,11519,2005-07-28 07:22:07.000,5.99,1,Mike Hillyer
9384,500,REGINALD KINDER,REGINALD.KINDER@sakilacustomer.org,Indonesia,Madiun,1,2,2005-07-08 16:25:27.000,2005-07-09 16:25:27,1,4.99,7,31.93,0.2333,1.0643,4.2857,4.6884,4.2857,13472,2005-07-08 16:25:27.000,4.99,2,Jon Stephens
9384,490,SAM MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,Colombia,Sogamoso,1,1,2005-07-10 07:24:46.000,2005-07-11 07:24:46,1,4.99,7,31.93,0.2333,1.0643,4.2857,4.6884,4.2857,13218,2005-07-10 07:24:46.000,4.99,1,Mike Hillyer
9386,103,GLADYS HAMILTON,GLADYS.HAMILTON@sakilacustomer.org,Nigeria,Ilorin,1,2,2005-08-23 09:27:29.000,2005-08-24 09:27:29,2,9.98,14,63.86,0.4667,2.1287,4.2857,4.6884,4.2857,2799,2005-08-23 22:43:07.000,8.99,2,Jon Stephens
9387,200,JEANNE LAWSON,JEANNE.LAWSON@sakilacustomer.org,Turkmenistan,Ashgabat,2,1,2005-07-06 03:48:44.000,2005-07-07 03:48:44,1,4.99,7,31.93,0.2333,1.0643,4.2857,4.6884,4.2857,5426,2005-07-06 03:48:44.000,4.99,1,Mike Hillyer
9387,476,DERRICK BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,Canada,Gatineau,1,2,2005-07-10 06:57:44.000,2005-07-11 06:57:44,1,4.99,7,31.93,0.2333,1.0643,4.2857,4.6884,4.2857,12872,2005-07-10 06:57:44.000,4.99,2,Jon Stephens
9387,493,BRENT HARKINS,BRENT.HARKINS@sakilacustomer.org,Turkey,Sultanbeyli,1,1,2005-07-12 05:05:06.000,2005-07-13 05:05:06,1,4.99,7,31.93,0.2333,1.0643,4.2857,4.6884,4.2857,13284,2005-07-12 05:05:06.000,4.99,1,Mike Hillyer
9387,269,CASSANDRA WALTERS,CASSANDRA.WALTERS@sakilacustomer.org,United States,Salinas,1,1,2005-08-18 07:15:19.000,2005-08-19 07:15:19,1,4.99,7,31.93,0.2333,1.0643,4.2857,4.6884,4.2857,7296,2005-08-18 07:15:19.000,4.99,1,Mike Hillyer
9387,465,FLOYD GANDY,FLOYD.GANDY@sakilacustomer.org,Mexico,Zapopan,1,1,2005-08-19 02:38:26.000,2005-08-20 02:38:26,1,4.99,7,31.93,0.2333,1.0643,4.2857,4.6884,4.2857,12556,2005-08-19 02:38:26.000,4.99,1,Mike Hillyer
9387,399,DANNY ISOM,DANNY.ISOM@sakilacustomer.org,Pakistan,Okara,1,2,2005-08-19 18:35:52.000,2005-08-20 18:35:52,1,4.99,7,31.93,0.2333,1.0643,4.2857,4.6884,4.2857,10803,2005-08-19 18:35:52.000,4.99,2,Jon Stephens
9393,297,SHERRI RHODES,SHERRI.RHODES@sakilacustomer.org,India,Ahmadnagar,1,1,2005-08-20 10:02:59.000,2005-08-21 10:02:59,2,6.98,14,44.86,0.4667,1.4953,4.2857,4.6679,4.2857,8076,2005-08-20 15:39:42.000,1.99,1,Mike Hillyer
9394,441,MARIO CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,Algeria,Batna,1,2,2005-08-22 00:40:49.000,2005-08-23 00:40:49,2,8.98,14,57.86,0.4667,1.9287,4.2857,4.6561,4.2857,11913,2005-08-22 10:55:45.000,3.99,2,Jon Stephens
9395,278,BILLIE HORTON,BILLIE.HORTON@sakilacustomer.org,Turkey,Inegl,2,1,2005-08-22 00:49:10.000,2005-08-23 00:49:10,2,5.98,14,38.86,0.4667,1.2953,4.2857,4.6166,4.2857,7551,2005-08-22 07:37:24.000,4.99,1,Mike Hillyer
9396,243,LYDIA BURKE,LYDIA.BURKE@sakilacustomer.org,Argentina,San Miguel de Tucumn,1,2,2005-07-11 03:10:37.000,2005-07-12 03:10:37,1,3.99,7,25.93,0.2333,0.8643,4.2857,4.6163,4.2857,6574,2005-07-11 03:10:37.000,3.99,2,Jon Stephens
9397,295,DAISY BATES,DAISY.BATES@sakilacustomer.org,Russian Federation,Kolpino,1,2,2005-07-09 03:59:46.000,2005-07-10 03:59:46,2,7.98,14,51.86,0.4667,1.7287,4.2857,4.6163,4.2857,7995,2005-07-09 15:07:17.000,2.99,2,Jon Stephens
9398,499,MARC OUTLAW,MARC.OUTLAW@sakilacustomer.org,Italy,Brindisi,2,2,2005-07-09 21:12:26.000,2005-07-10 21:12:26,1,3.99,7,25.93,0.2333,0.8643,4.2857,4.6163,4.2857,13440,2005-07-09 21:12:26.000,3.99,2,Jon Stephens
9399,90,RUBY WASHINGTON,RUBY.WASHINGTON@sakilacustomer.org,China,Meixian,2,2,2005-08-01 23:28:49.000,2005-08-02 23:28:49,2,9.98,14,64.86,0.4667,2.162,4.2857,4.6161,4.2857,2459,2005-08-02 13:02:11.000,4.99,2,Jon Stephens
9400,257,MARSHA DOUGLAS,MARSHA.DOUGLAS@sakilacustomer.org,Mozambique,Beira,2,2,2005-08-17 00:56:06.000,2005-08-18 00:56:06,2,8.98,14,58.86,0.4667,1.962,4.2857,4.577,4.2857,6945,2005-08-17 13:52:26.000,1.99,2,Jon Stephens
9400,306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,Malaysia,Sungai Petani,1,1,2005-08-17 10:27:19.000,2005-08-18 10:27:19,2,8.98,14,58.86,0.4667,1.962,4.2857,4.577,4.2857,8318,2005-08-18 03:00:11.000,7.99,1,Mike Hillyer
9400,334,RAYMOND MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,Azerbaijan,Sumqayit,2,1,2005-08-23 08:38:58.000,2005-08-24 08:38:58,2,8.98,14,58.86,0.4667,1.962,4.2857,4.577,4.2857,9042,2005-08-23 09:06:17.000,3.99,1,Mike Hillyer
9403,522,ARNOLD HAVENS,ARNOLD.HAVENS@sakilacustomer.org,Philippines,Santa Rosa,2,2,2005-07-08 11:38:48.000,2005-07-09 11:38:48,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,14051,2005-07-08 11:38:48.000,4.99,2,Jon Stephens
9403,475,PEDRO CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org,Ukraine,ostka,2,1,2005-07-11 13:42:18.000,2005-07-12 13:42:18,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,12848,2005-07-11 13:42:18.000,4.99,1,Mike Hillyer
9403,15,HELEN HARRIS,HELEN.HARRIS@sakilacustomer.org,India,Bhopal,1,2,2005-07-30 02:13:31.000,2005-07-31 02:13:31,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,396,2005-07-30 02:13:31.000,4.99,2,Jon Stephens
9403,149,VALERIE BLACK,VALERIE.BLACK@sakilacustomer.org,United States,Brockton,1,1,2005-08-17 18:49:44.000,2005-08-18 18:49:44,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,4080,2005-08-17 18:49:44.000,4.99,1,Mike Hillyer
9407,334,RAYMOND MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,Azerbaijan,Sumqayit,2,2,2005-08-02 00:33:20.000,2005-08-03 00:33:20,2,9.98,14,65.86,0.4667,2.1953,4.2857,4.546,4.2857,9034,2005-08-02 04:49:02.000,7.99,2,Jon Stephens
9408,394,CHRIS BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,Spain,Gijn,2,2,2005-07-11 04:03:54.000,2005-07-12 04:03:54,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,10681,2005-07-11 04:03:54.000,4.99,2,Jon Stephens
9408,524,JARED ELY,JARED.ELY@sakilacustomer.org,Indonesia,Purwakarta,1,2,2005-07-12 14:30:51.000,2005-07-13 14:30:51,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,14107,2005-07-12 14:30:51.000,4.99,2,Jon Stephens
9408,433,DON BONE,DON.BONE@sakilacustomer.org,Mozambique,Naala-Porto,1,1,2005-07-12 19:30:42.000,2005-07-13 19:30:42,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,11675,2005-07-12 19:30:42.000,4.99,1,Mike Hillyer
9408,223,MELINDA FERNANDEZ,MELINDA.FERNANDEZ@sakilacustomer.org,Pakistan,Mandi Bahauddin,1,2,2005-08-02 06:03:22.000,2005-08-03 06:03:22,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,6034,2005-08-02 06:03:22.000,4.99,2,Jon Stephens
9408,507,EDGAR RHOADS,EDGAR.RHOADS@sakilacustomer.org,Turkey,Eskisehir,2,1,2005-08-18 07:15:13.000,2005-08-19 07:15:13,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,13683,2005-08-18 07:15:13.000,4.99,1,Mike Hillyer
9408,214,KRISTIN JOHNSTON,KRISTIN.JOHNSTON@sakilacustomer.org,United States,Sunnyvale,1,2,2005-08-18 11:31:34.000,2005-08-19 11:31:34,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,5821,2005-08-18 11:31:34.000,4.99,2,Jon Stephens
9408,124,SHEILA WELLS,SHEILA.WELLS@sakilacustomer.org,Turkey,Ktahya,1,2,2005-08-22 18:37:24.000,2005-08-23 18:37:24,1,4.99,7,32.93,0.2333,1.0977,4.2857,4.546,4.2857,3352,2005-08-22 18:37:24.000,4.99,2,Jon Stephens
9415,416,JEFFERY PINSON,JEFFERY.PINSON@sakilacustomer.org,Pakistan,Dadu,2,1,2005-07-11 06:21:43.000,2005-07-12 06:21:43,1,2.99,7,19.93,0.2333,0.6643,4.2857,4.5008,4.2857,11249,2005-07-11 06:21:43.000,2.99,1,Mike Hillyer
9416,273,PRISCILLA LOWE,PRISCILLA.LOWE@sakilacustomer.org,Mexico,Salamanca,2,1,2005-07-31 08:43:43.000,2005-08-01 08:43:43,2,9.98,14,66.86,0.4667,2.2287,4.2857,4.478,4.2857,7389,2005-08-01 03:14:34.000,8.99,1,Mike Hillyer
9417,212,WILMA RICHARDS,WILMA.RICHARDS@sakilacustomer.org,United States,Bellevue,2,2,2005-08-18 15:00:03.000,2005-08-19 15:00:03,1,3.99,7,26.93,0.2333,0.8977,4.2857,4.4449,4.2857,5768,2005-08-18 15:00:03.000,3.99,2,Jon Stephens
9418,42,CAROLYN PEREZ,CAROLYN.PEREZ@sakilacustomer.org,Thailand,Pak Kret,2,2,2005-07-10 07:18:58.000,2005-07-11 07:18:58,1,3.99,7,26.93,0.2333,0.8977,4.2857,4.4449,4.2857,1157,2005-07-10 07:18:58.000,3.99,2,Jon Stephens
9419,576,MORRIS MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,Taiwan,Fengshan,2,1,2005-07-27 23:57:01.000,2005-07-28 23:57:01,1,3.99,7,26.93,0.2333,0.8977,4.2857,4.4449,4.2857,15439,2005-07-27 23:57:01.000,3.99,1,Mike Hillyer
9419,213,GINA WILLIAMSON,GINA.WILLIAMSON@sakilacustomer.org,Yemen,Taizz,1,2,2005-08-17 10:31:40.000,2005-08-18 10:31:40,1,3.99,7,26.93,0.2333,0.8977,4.2857,4.4449,4.2857,5796,2005-08-17 10:31:40.000,3.99,2,Jon Stephens
9419,364,BENJAMIN VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,Mexico,Guadalajara,1,2,2005-08-19 04:24:35.000,2005-08-20 04:24:35,1,3.99,7,26.93,0.2333,0.8977,4.2857,4.4449,4.2857,9853,2005-08-19 04:24:35.000,3.99,2,Jon Stephens
9422,574,JULIAN VEST,JULIAN.VEST@sakilacustomer.org,Japan,Akishima,2,1,2005-07-31 09:25:57.000,2005-08-01 09:25:57,2,8.98,14,60.86,0.4667,2.0287,4.2857,4.4266,4.2857,15387,2005-08-01 05:20:03.000,4.99,1,Mike Hillyer
