risk_rank,customer_id,customer_name,customer_country,customer_city,customer_home_store_id,payment_day,payment_count,payment_amount,history_days,history_payment_count,avg_payment_amount_30d,stddev_payment_amount_30d,amount_z_score,avg_payment_count_30d,stddev_payment_count_30d,count_z_score,off_home_staff_payment_count,off_home_staff_payment_share,most_frequent_staff_id,most_frequent_staff_name,most_frequent_staff_payment_count,main_category_id,main_category_name,main_category_payment_count,risk_score
399,558,JIMMIE EGGLESTON,Poland,Wroclaw,1,2005-08-17,2,12.98,5,6,2.79,3.0289,3.365,1.2,0.5,1.6,2,1.0,2,Jon Stephens,2,14,Sci-Fi,1,202.6
400,81,ANDREA HENDERSON,Madagascar,Mahajanga,1,2005-08-23,4,14.96,9,11,5.65,4.6844,1.9865,1.22,0.7071,3.9284,1,0.25,1,Mike Hillyer,3,15,Sports,2,202.31
401,84,SARA PERRY,Mexico,Atlixco,2,2005-08-02,4,19.96,9,13,7.32,5.0439,2.5062,1.44,0.7906,3.2326,1,0.25,2,Jon Stephens,3,5,Comedy,1,202.23
402,7,MARIA MILLER,Yugoslavia,Kragujevac,1,2005-07-08,2,10.98,6,7,3.32,2.2486,3.4059,1.17,0.4472,1.8634,1,0.5,2,Jon Stephens,1,5,Comedy,1,202.14
403,147,JOANNE ROBERTSON,Japan,Urawa,2,2005-08-01,2,16.98,10,13,3.19,3.5486,3.8869,1.3,0.5774,1.2124,1,0.5,2,Jon Stephens,1,5,Comedy,1,201.85
404,558,JIMMIE EGGLESTON,Poland,Wroclaw,1,2005-07-12,3,15.97,11,13,6.44,3.7468,2.5428,1.18,0.6325,2.8748,2,0.6667,2,Jon Stephens,2,5,Comedy,2,201.29
405,160,ERIN DUNN,Russian Federation,Ljubertsy,2,2005-08-02,3,13.97,7,11,4.7,2.4935,3.7182,1.57,0.8165,1.7496,0,0.0,2,Jon Stephens,3,6,Documentary,1,201.22
406,599,AUSTIN CINTRON,China,Tieli,2,2005-08-23,3,14.97,4,7,6.48,2.0745,4.0914,1.75,1.0,1.25,0,0.0,2,Jon Stephens,3,11,Horror,1,201.16
407,200,JEANNE LAWSON,Turkmenistan,Ashgabat,2,2005-08-23,3,17.97,8,10,7.11,4.5463,2.3882,1.25,0.5345,3.274,1,0.3333,2,Jon Stephens,2,16,Travel,1,200.41
408,114,GRACE ELLIS,Germany,Duisburg,2,2005-07-29,2,15.98,9,12,4.54,2.8279,4.0446,1.33,0.7071,0.9428,1,0.5,1,Mike Hillyer,1,13,New,1,200.07
409,556,ARMANDO GRUBER,United Kingdom,Southport,2,2005-07-08,3,7.97,4,5,6.49,0.5803,2.5549,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,6,Documentary,1,199.8
410,336,JOSHUA MARK,India,Rampur,1,2005-07-11,2,11.98,8,12,4.86,1.8817,3.7838,1.5,0.5345,0.9354,2,1.0,2,Jon Stephens,2,6,Documentary,1,199.42
411,451,JIM REA,Mexico,El Fuerte,1,2005-08-02,4,19.96,6,8,7.82,5.1472,2.3586,1.33,0.8944,2.9814,3,0.75,2,Jon Stephens,3,8,Family,2,198.79
412,190,YOLANDA WEAVER,Tanzania,Tabora,2,2005-08-02,4,24.96,4,7,6.98,5.7061,3.1506,1.75,1.0,2.25,1,0.25,2,Jon Stephens,3,2,Animation,1,198.52
413,108,TRACY COLE,Mexico,Huixquilucan,1,2005-07-29,3,15.97,6,9,5.15,3.8132,2.8371,1.5,0.6325,2.3717,2,0.6667,2,Jon Stephens,2,13,New,1,197.97
414,336,JOSHUA MARK,India,Rampur,1,2005-07-29,3,16.97,4,6,6.24,4.0282,2.6649,1.5,0.5774,2.5981,2,0.6667,2,Jon Stephens,2,10,Games,2,197.87
415,233,LILLIE KIM,Egypt,Idfu,2,2005-07-29,3,9.97,8,9,5.61,3.6195,1.2035,1.13,0.378,4.9608,0,0.0,2,Jon Stephens,3,14,Sci-Fi,1,196.96
416,550,GUY BROWNLEE,China,Zhoushan,2,2005-07-31,3,8.97,7,8,5.13,3.2853,1.1684,1.14,0.4082,4.5491,2,0.6667,1,Mike Hillyer,2,3,Children,1,196.54
417,471,DEAN SAUER,South Africa,Johannesburg,1,2005-07-11,2,11.98,6,7,4.16,2.3982,3.2629,1.17,0.4472,1.8634,1,0.5,1,Mike Hillyer,1,7,Drama,1,196.42
418,80,MARILYN ROSS,Nigeria,Ife,1,2005-08-01,3,16.97,9,12,6.88,4.222,2.3909,1.33,0.5,3.3333,0,0.0,1,Mike Hillyer,3,8,Family,1,195.64
419,480,COREY HAUSER,Turkey,Gaziantep,1,2005-08-19,3,15.97,6,8,6.49,3.934,2.4106,1.33,0.6325,2.6352,3,1.0,2,Jon Stephens,3,13,New,1,195.48
420,328,JEFFREY SPEAR,Indonesia,Ciparay,2,2005-08-20,3,14.97,6,8,4.82,3.9665,2.5589,1.33,0.6325,2.6352,2,0.6667,1,Mike Hillyer,2,7,Drama,1,194.75
421,456,RONNIE RICKETTS,Senegal,Ziguinchor,2,2005-08-19,2,13.98,4,5,5.49,2.512,3.3808,1.25,0.5774,1.299,2,1.0,1,Mike Hillyer,2,8,Family,1,194.2
422,44,MARIE TURNER,Russian Federation,Lipetsk,1,2005-07-08,1,9.99,5,5,3.39,1.5166,4.3519,1.0,0.0,0.0,1,1.0,2,Jon Stephens,1,10,Games,1,194.08
423,142,APRIL BURNS,United Kingdom,Dundee,1,2005-07-30,3,16.97,5,7,4.99,3.8026,3.1515,1.4,0.7071,2.2627,0,0.0,1,Mike Hillyer,3,3,Children,1,193.94
424,30,MELISSA KING,Taiwan,Lungtan,1,2005-07-09,3,16.97,4,7,5.98,2.9349,3.7438,1.75,1.0,1.25,1,0.3333,1,Mike Hillyer,2,10,Games,1,193.92
425,226,MAUREEN LITTLE,Paraguay,Asuncin,2,2005-08-21,4,13.96,3,5,5.98,3.995,1.9967,1.67,0.7071,3.2998,3,0.75,1,Mike Hillyer,3,14,Sci-Fi,1,193.86
426,95,PAULA BRYANT,India,Pathankot,2,2005-07-31,3,12.97,4,6,7.74,2.2136,2.3649,1.5,0.5774,2.5981,3,1.0,1,Mike Hillyer,3,5,Comedy,1,192.54
427,298,ERIKA PENA,Finland,Oulu,1,2005-07-28,2,8.98,6,7,2.99,1.8942,3.1632,1.17,0.4472,1.8634,1,0.5,1,Mike Hillyer,1,1,Action,1,192.43
428,107,FLORENCE WOODS,Argentina,Merlo,1,2005-06-20,4,9.96,4,5,6.74,3.7703,0.8547,1.25,0.5774,4.7631,3,0.75,2,Jon Stephens,3,13,New,1,192.08
429,366,BRANDON HUEY,Turkey,Balikesir,1,2005-07-12,3,13.97,7,9,4.7,4.1476,2.2347,1.29,0.5774,2.9692,2,0.6667,2,Jon Stephens,2,4,Classics,2,191.8
430,535,JAVIER ELROD,Chad,NDjamna,1,2005-08-18,5,11.95,5,8,8.18,5.9706,0.6308,1.6,0.7071,4.8083,3,0.6,2,Jon Stephens,3,16,Travel,1,191.48
431,224,PEARL GARZA,India,Jodhpur,2,2005-07-29,3,8.97,4,5,4.49,1.9105,2.3462,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,6,Documentary,2,191.45
432,443,FRANCISCO SKIDMORE,Brazil,So Leopoldo,2,2005-07-28,2,18.98,3,5,7.65,2.8839,3.9287,1.67,0.7071,0.4714,2,1.0,1,Mike Hillyer,2,11,Horror,2,191.29
433,260,CHRISTY VARGAS,China,Datong,1,2005-08-21,3,17.97,7,15,6.69,2.809,4.0146,2.14,1.0801,0.7936,1,0.3333,1,Mike Hillyer,2,13,New,1,191.06
434,489,RICARDO MEADOR,Japan,Okayama,1,2005-08-02,1,9.99,4,5,4.49,1.2871,4.275,1.25,0.5774,-0.433,1,1.0,2,Jon Stephens,1,5,Comedy,1,191.0
435,362,NICHOLAS BARFIELD,Brazil,Belm,1,2005-07-29,4,11.96,7,10,6.41,2.5671,2.1603,1.43,0.8165,3.1493,2,0.5,2,Jon Stephens,2,2,Animation,1,190.89
436,536,FERNANDO CHURCHILL,South Korea,Tonghae,2,2005-08-17,3,16.97,5,8,8.58,2.697,3.1093,1.6,0.7071,1.9799,1,0.3333,2,Jon Stephens,2,12,Music,1,190.44
437,8,SUSAN WILSON,New Zealand,Hamilton,2,2005-08-02,2,12.98,9,13,4.32,2.1745,3.9831,1.44,0.7906,0.7027,1,0.5,1,Mike Hillyer,1,13,New,1,190.4
438,173,AUDREY RAY,Austria,Graz,1,2005-07-29,3,16.97,6,9,5.49,3.8281,3.0002,1.5,0.8944,1.6771,3,1.0,2,Jon Stephens,3,13,New,1,190.32
439,489,RICARDO MEADOR,Japan,Okayama,1,2005-08-21,3,15.97,6,8,7.49,3.7256,2.277,1.33,0.6325,2.6352,3,1.0,2,Jon Stephens,3,10,Games,1,190.14
440,55,DORIS REED,Russian Federation,Balaiha,2,2005-06-20,3,12.97,4,5,5.49,3.7811,1.9789,1.25,0.5774,3.0311,3,1.0,1,Mike Hillyer,3,1,Action,1,190.09
441,72,THERESA WATSON,Philippines,Taguig,2,2005-08-17,4,13.96,5,7,6.59,4.5559,1.6186,1.4,0.7071,3.677,3,0.75,1,Mike Hillyer,3,6,Documentary,2,190.05
442,12,NANCY THOMAS,India,Yamuna Nagar,1,2005-07-30,3,11.97,4,8,3.98,2.1495,3.7172,2.0,1.4142,0.7071,3,1.0,2,Jon Stephens,3,11,Horror,1,189.9
443,202,CARLA GUTIERREZ,India,Bhusawal,2,2005-07-29,3,8.97,5,6,5.19,2.4892,1.5194,1.2,0.5,3.6,3,1.0,1,Mike Hillyer,3,2,Animation,1,188.78
444,378,EUGENE CULPEPPER,China,Shenzhen,1,2005-08-02,2,9.98,7,8,2.99,2.2331,3.1308,1.14,0.4082,2.0996,0,0.0,1,Mike Hillyer,2,12,Music,1,188.22
445,353,JONATHAN SCARBOROUGH,Mexico,Pachuca de Soto,1,2005-08-23,3,5.97,7,8,4.27,1.7979,0.9432,1.14,0.4082,4.5491,2,0.6667,2,Jon Stephens,2,13,New,1,187.53
446,319,RONALD WEINER,Mexico,San Felipe del Progreso,2,2005-07-11,3,12.97,8,11,5.74,3.4905,2.0724,1.38,0.5345,3.0401,2,0.6667,1,Mike Hillyer,2,13,New,1,187.43
447,275,CAROLE BARNETT,United States,Peoria,2,2005-08-20,4,6.96,8,10,4.99,2.3869,0.8264,1.25,0.5345,5.1448,0,0.0,2,Jon Stephens,4,2,Animation,1,187.4
448,35,VIRGINIA GREEN,France,Toulouse,2,2005-07-11,2,10.98,9,13,4.21,1.8518,3.6571,1.44,0.7906,0.7027,2,1.0,1,Mike Hillyer,2,5,Comedy,1,187.36
449,176,JUNE CARROLL,Algeria,Skikda,1,2005-06-16,2,14.98,5,6,5.59,2.7015,3.4766,1.2,0.5,1.6,0,0.0,1,Mike Hillyer,2,5,Comedy,1,187.06
450,416,JEFFERY PINSON,Pakistan,Dadu,2,2005-07-29,3,11.97,4,6,5.49,2.3805,2.7242,1.5,0.5774,2.5981,0,0.0,2,Jon Stephens,3,10,Games,1,186.91
451,317,EDWARD BAUGH,Faroe Islands,Trshavn,2,2005-08-22,3,12.97,11,15,5.71,3.767,1.9263,1.36,0.5477,2.9876,3,1.0,1,Mike Hillyer,3,2,Animation,1,186.68
452,270,LEAH CURTIS,Poland,Kalisz,1,2005-08-01,3,18.97,5,7,6.19,4.8638,2.6284,1.4,0.7071,2.2627,2,0.6667,2,Jon Stephens,2,7,Drama,1,186.35
453,77,JANE BENNETT,Brazil,Araatuba,2,2005-08-17,2,14.98,6,9,3.99,2.6744,4.1113,1.5,1.2649,0.3953,1,0.5,2,Jon Stephens,1,16,Travel,1,186.31
454,575,ISAAC OGLESBY,Mexico,Cuernavaca,2,2005-08-01,2,12.98,7,9,5.27,2.2151,3.4794,1.29,0.5774,1.2372,1,0.5,2,Jon Stephens,1,11,Horror,1,186.29
455,297,SHERRI RHODES,India,Ahmadnagar,1,2005-08-17,3,8.97,6,9,3.65,1.9664,2.7046,1.5,0.6325,2.3717,1,0.3333,1,Mike Hillyer,2,14,Sci-Fi,1,186.0
456,437,RANDALL NEUMANN,Dominican Republic,La Romana,2,2005-07-10,2,9.98,6,7,4.82,1.5994,3.2252,1.17,0.4472,1.8634,0,0.0,2,Jon Stephens,2,9,Foreign,1,184.91
457,120,SYLVIA ORTIZ,Colombia,Dos Quebradas,2,2005-07-07,3,10.97,5,6,5.99,2.9138,1.7098,1.2,0.5,3.6,1,0.3333,2,Jon Stephens,2,4,Classics,1,183.06
458,461,DEREK BLAKELY,Philippines,Gingoog,1,2005-07-28,3,4.97,4,5,2.74,1.255,1.7789,1.25,0.5774,3.0311,3,1.0,2,Jon Stephens,3,7,Drama,2,182.09
459,349,JOE GILLILAND,Philippines,Imus,2,2005-07-27,2,9.98,4,5,4.74,1.7034,3.0776,1.25,0.5774,1.299,2,1.0,1,Mike Hillyer,2,7,Drama,1,182.08
460,559,EVERETT BANDA,Egypt,Bilbays,2,2005-08-19,3,13.97,7,10,4.13,4.2164,2.3341,1.43,0.5774,2.7218,1,0.3333,2,Jon Stephens,2,15,Sports,1,181.68
461,362,NICHOLAS BARFIELD,Brazil,Belm,1,2005-07-27,3,9.97,5,6,6.39,1.9473,1.8395,1.2,0.5,3.6,0,0.0,1,Mike Hillyer,3,13,New,1,181.58
462,103,GLADYS HAMILTON,Nigeria,Ilorin,1,2005-07-07,3,11.97,5,6,3.99,4.7917,1.6658,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,15,Sports,1,181.3
463,241,HEIDI LARSON,China,Xiangfan,2,2005-07-11,3,14.97,7,11,3.84,3.3785,3.2939,1.57,1.0,1.4286,1,0.3333,2,Jon Stephens,2,9,Foreign,1,181.28
464,260,CHRISTY VARGAS,China,Datong,1,2005-08-20,4,10.96,6,11,5.98,2.2847,2.1789,1.83,0.7746,2.7972,2,0.5,1,Mike Hillyer,2,15,Sports,1,181.07
465,239,MINNIE ROMERO,Indonesia,Ciomas,2,2005-07-27,3,12.97,4,6,5.49,3.107,2.4091,1.5,0.5774,2.5981,1,0.3333,2,Jon Stephens,2,9,Foreign,1,180.97
466,538,TED BREAUX,China,Baicheng,2,2005-07-31,3,18.97,8,11,4.11,5.4296,2.7366,1.38,0.7559,2.1497,1,0.3333,2,Jon Stephens,2,6,Documentary,1,180.62
467,508,MILTON HOWLAND,India,Vijayawada,2,2005-07-27,3,17.97,4,5,7.99,4.8277,2.0678,1.25,0.5774,3.0311,1,0.3333,2,Jon Stephens,2,6,Documentary,2,180.31
468,137,RHONDA KENNEDY,Netherlands,Apeldoorn,2,2005-07-30,4,20.96,7,12,8.7,5.4006,2.2706,1.71,0.8165,2.7994,1,0.25,2,Jon Stephens,3,15,Sports,1,179.81
469,421,LEE HAWKS,India,Pudukkottai,1,2005-08-20,2,14.98,9,12,5.54,2.9158,3.2368,1.33,0.5,1.3333,1,0.5,2,Jon Stephens,1,6,Documentary,1,179.47
470,584,SALVADOR TEEL,Gambia,Banjul,2,2005-08-18,3,17.97,7,12,7.13,3.2816,3.3046,1.71,0.8165,1.5747,0,0.0,2,Jon Stephens,3,14,Sci-Fi,2,179.42
471,125,ETHEL WEBB,South Africa,Boksburg,1,2005-07-29,3,10.97,6,8,5.15,2.4836,2.3421,1.33,0.6325,2.6352,1,0.3333,1,Mike Hillyer,2,16,Travel,1,179.41
472,322,JASON MORRISSEY,Argentina,Baha Blanca,1,2005-06-20,2,13.98,5,6,4.79,3.0322,3.0315,1.2,0.5,1.6,1,0.5,1,Mike Hillyer,1,14,Sci-Fi,1,179.26
473,1,MARY SMITH,Japan,Sasebo,1,2005-07-28,4,11.96,4,6,8.24,3.8575,0.9657,1.5,0.5774,4.3301,2,0.5,1,Mike Hillyer,2,2,Animation,1,178.53
474,41,STEPHANIE MITCHELL,Armenia,Yerevan,1,2005-07-28,4,17.96,4,7,8.23,3.856,2.5227,1.75,1.0,2.25,2,0.5,2,Jon Stephens,2,14,Sci-Fi,1,178.41
475,9,MARGARET MOORE,Oman,Masqat,2,2005-07-11,2,10.98,5,6,4.39,2.1925,3.0066,1.2,0.5,1.6,1,0.5,1,Mike Hillyer,1,5,Comedy,1,178.26
476,132,ESTHER CRAWFORD,South Africa,Botshabelo,2,2005-07-08,3,11.97,6,9,4.82,3.0569,2.3395,1.5,0.6325,2.3717,2,0.6667,1,Mike Hillyer,2,5,Comedy,1,178.07
477,400,BRYAN HARDISON,United States,Dallas,2,2005-08-17,2,8.98,6,9,6.15,0.7488,3.777,1.5,0.8944,0.559,1,0.5,1,Mike Hillyer,1,9,Foreign,1,177.85
478,334,RAYMOND MCWHORTER,Azerbaijan,Sumqayit,2,2005-08-01,3,11.97,8,11,6.74,3.1475,1.6629,1.38,0.5345,3.0401,3,1.0,1,Mike Hillyer,3,9,Foreign,1,177.72
479,63,ASHLEY RICHARDSON,United States,Lincoln,1,2005-07-31,5,13.95,6,9,8.49,5.7805,0.9454,1.5,0.8944,3.9131,3,0.6,2,Jon Stephens,3,9,Foreign,1,177.21
480,49,JOYCE EDWARDS,Saudi Arabia,Jedda,2,2005-06-15,1,9.99,5,5,2.99,1.5811,4.4272,1.0,0.0,0.0,0,0.0,2,Jon Stephens,1,8,Family,1,177.09
481,68,NICOLE PETERSON,India,Shivapuri,1,2005-07-31,3,16.97,4,7,6.73,3.0906,3.3125,1.75,1.0,1.25,1,0.3333,1,Mike Hillyer,2,15,Sports,1,176.66
482,322,JASON MORRISSEY,Argentina,Baha Blanca,1,2005-07-30,3,14.97,6,9,5.15,3.1178,3.1491,1.5,0.8944,1.6771,0,0.0,1,Mike Hillyer,3,7,Drama,1,176.28
483,306,CHARLES KOWALSKI,Malaysia,Sungai Petani,1,2005-08-02,3,11.97,11,15,5.53,3.5289,1.8244,1.36,0.5477,2.9876,2,0.6667,2,Jon Stephens,2,5,Comedy,1,175.94
484,457,BILL GAVIN,United States,Rockford,2,2005-08-21,2,17.98,7,10,4.99,3.8258,3.3965,1.43,0.5774,0.9897,1,0.5,2,Jon Stephens,1,15,Sports,1,175.55
485,289,VIOLET RODRIQUEZ,Hong Kong,Kowloon and New Kowloon,1,2005-08-19,4,17.96,4,8,8.23,3.7652,2.5842,2.0,1.1547,1.7321,4,1.0,2,Jon Stephens,4,10,Games,2,175.33
486,324,GARY COY,China,Yuzhou,2,2005-08-21,2,16.98,8,11,5.99,3.3772,3.2552,1.38,0.5345,1.1693,1,0.5,1,Mike Hillyer,1,11,Horror,1,175.29
487,489,RICARDO MEADOR,Japan,Okayama,1,2005-08-18,2,13.98,4,5,6.49,2.3812,3.1465,1.25,0.5774,1.299,1,0.5,1,Mike Hillyer,1,9,Foreign,1,174.83
488,545,JULIO NOLAND,Ukraine,Konotop,2,2005-08-18,2,13.98,5,8,6.38,2.0691,3.6712,1.6,0.7071,0.5657,1,0.5,2,Jon Stephens,1,1,Action,1,173.82
489,32,AMY LOPEZ,India,Jhansi,1,2005-07-27,2,12.98,7,9,4.42,2.5077,3.4152,1.29,0.5774,1.2372,0,0.0,1,Mike Hillyer,2,7,Drama,1,173.72
490,21,MICHELLE CLARK,Bangladesh,Tangail,1,2005-08-19,3,12.97,9,13,4.76,3.6287,2.2616,1.44,0.6124,2.5402,1,0.3333,1,Mike Hillyer,2,14,Sci-Fi,2,173.34
491,585,PERRY SWAFFORD,Argentina,Quilmes,1,2005-07-08,2,14.98,4,5,4.74,3.2998,3.104,1.25,0.5774,1.299,1,0.5,1,Mike Hillyer,1,9,Foreign,1,173.13
492,131,MONICA HICKS,Ukraine,Mukateve,2,2005-08-18,3,11.97,8,10,4.74,4.71,1.5356,1.25,0.5345,3.274,2,0.6667,1,Mike Hillyer,2,10,Games,1,172.97
493,291,TONI HOLT,United States,Roanoke,1,2005-07-30,2,11.98,6,9,5.49,1.866,3.4807,1.5,0.6325,0.7906,1,0.5,1,Mike Hillyer,1,7,Drama,1,172.94
494,35,VIRGINIA GREEN,France,Toulouse,2,2005-07-09,3,4.97,7,8,3.7,1.7021,0.7445,1.14,0.4082,4.5491,1,0.3333,2,Jon Stephens,2,11,Horror,1,172.92
495,284,SONIA GREGORY,Nigeria,Benin City,1,2005-07-27,3,14.97,5,6,6.59,5.7665,1.4536,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,4,Classics,1,172.81
496,173,AUDREY RAY,Austria,Graz,1,2005-07-10,3,9.97,7,9,4.84,2.6699,1.9198,1.29,0.5774,2.9692,1,0.3333,1,Mike Hillyer,2,10,Games,1,172.53
497,424,KYLE SPURLOCK,China,Shanwei,2,2005-07-31,3,20.97,7,13,5.41,4.7442,3.2798,1.86,1.2247,0.9331,2,0.6667,1,Mike Hillyer,2,7,Drama,1,172.52
498,204,ROSEMARY SCHMIDT,Turkey,Usak,1,2005-07-12,3,10.97,9,12,5.54,3.6745,1.4771,1.33,0.5,3.3333,2,0.6667,2,Jon Stephens,2,5,Comedy,1,172.42
499,357,KEITH RICO,Slovakia,Bratislava,1,2005-08-01,4,13.96,8,12,5.36,5.4684,1.5727,1.5,0.7559,3.3072,2,0.5,1,Mike Hillyer,2,7,Drama,1,172.12
500,503,ANGEL BARCLAY,Japan,Ueda,1,2005-08-23,4,12.96,9,15,5.54,2.911,2.5494,1.67,1.0,2.3333,0,0.0,1,Mike Hillyer,4,7,Drama,1,171.97
501,87,WANDA PATTERSON,Colombia,Sincelejo,1,2005-07-30,3,12.97,6,8,7.32,2.8715,1.9676,1.33,0.6325,2.6352,2,0.6667,2,Jon Stephens,2,14,Sci-Fi,1,171.1
502,580,ROSS GREY,Philippines,Iligan,1,2005-07-30,3,10.97,7,10,4.7,2.8087,2.2324,1.43,0.5774,2.7218,0,0.0,1,Mike Hillyer,3,8,Family,1,170.95
503,356,GERALD FULTZ,India,Satna,2,2005-07-28,3,6.97,5,6,4.39,2.4067,1.0729,1.2,0.5,3.6,3,1.0,1,Mike Hillyer,3,15,Sports,1,170.91
504,21,MICHELLE CLARK,Bangladesh,Tangail,1,2005-08-18,2,11.98,8,11,3.86,2.5842,3.1417,1.38,0.5345,1.1693,1,0.5,1,Mike Hillyer,1,16,Travel,1,170.74
505,326,JOSE ANDREW,Saint Vincent and the Grenadines,Kingstown,1,2005-08-02,4,13.96,8,13,5.98,4.3359,1.8396,1.63,0.9258,2.5653,4,1.0,2,Jon Stephens,4,10,Games,1,170.54
506,324,GARY COY,China,Yuzhou,2,2005-07-27,2,11.98,4,7,5.73,1.7064,3.6613,1.75,0.5774,0.433,1,0.5,1,Mike Hillyer,1,5,Comedy,1,169.44
507,221,BESSIE MORRISON,Italy,Syrakusa,1,2005-07-27,3,12.97,4,5,7.24,3.1966,1.7933,1.25,0.5774,3.0311,1,0.3333,1,Mike Hillyer,2,5,Comedy,1,169.33
508,471,DEAN SAUER,South Africa,Johannesburg,1,2005-08-21,3,13.97,7,10,5.56,4.1543,2.0251,1.43,0.5774,2.7218,1,0.3333,1,Mike Hillyer,2,15,Sports,1,169.32
509,386,TODD TAN,Ukraine,Kamjanets-Podilskyi,1,2005-07-11,4,14.96,6,9,6.15,4.3955,2.0039,1.5,0.8944,2.7951,1,0.25,1,Mike Hillyer,3,12,Music,1,169.01
510,111,CARMEN OWENS,Venezuela,Caracas,1,2005-08-02,3,12.97,7,10,4.99,4.317,1.8495,1.43,0.5774,2.7218,2,0.6667,2,Jon Stephens,2,1,Action,1,168.97
511,168,REGINA BERRY,China,Jinchang,1,2005-07-29,3,10.97,7,9,5.13,3.529,1.6549,1.29,0.5774,2.9692,2,0.6667,2,Jon Stephens,2,2,Animation,1,168.61
512,163,CATHY SPENCER,Japan,Kakamigahara,1,2005-07-10,2,15.98,6,8,5.99,3.1579,3.1646,1.33,0.6325,1.0541,1,0.5,1,Mike Hillyer,1,1,Action,1,168.21
513,302,MICHAEL SILVERMAN,China,Tiefa,1,2005-08-23,4,16.96,10,16,7.38,5.3925,1.7758,1.6,0.8819,2.7213,3,0.75,2,Jon Stephens,3,15,Sports,2,167.67
514,296,RAMONA HALE,India,Patiala,2,2005-08-20,4,12.96,5,8,7.18,4.5446,1.271,1.6,0.7071,3.3941,3,0.75,1,Mike Hillyer,3,13,New,2,167.66
515,316,STEVEN CURLEY,India,Miraj,1,2005-07-10,2,13.98,7,9,6.13,2.6065,3.0117,1.29,0.5774,1.2372,1,0.5,2,Jon Stephens,1,10,Games,1,167.58
516,192,LAURIE LAWRENCE,India,Firozabad,1,2005-07-29,1,7.99,7,7,2.42,1.5119,3.6852,1.0,0.0,0.0,1,1.0,2,Jon Stephens,1,5,Comedy,1,167.41
517,154,MICHELE GRANT,China,Yuncheng,2,2005-08-22,3,15.97,9,12,6.1,4.7489,2.0788,1.33,0.7071,2.357,2,0.6667,1,Mike Hillyer,2,13,New,1,167.2
518,445,MICHEAL FORMAN,Argentina,Escobar,1,2005-07-29,1,8.99,5,6,2.79,1.4846,4.1776,1.2,0.5,-0.4,0,0.0,1,Mike Hillyer,1,3,Children,1,167.1
519,225,ARLENE HARVEY,India,Ambattur,1,2005-08-02,4,13.96,10,18,8.38,3.3679,1.6562,1.8,0.8165,2.6944,4,1.0,2,Jon Stephens,4,13,New,1,167.08
520,278,BILLIE HORTON,Turkey,Inegl,2,2005-08-01,3,9.97,7,9,5.42,2.8176,1.6164,1.29,0.5774,2.9692,2,0.6667,1,Mike Hillyer,2,14,Sci-Fi,1,167.07
521,6,JENNIFER DAVIS,United States,Laredo,2,2005-08-17,3,8.97,4,6,4.24,2.7483,1.7229,1.5,0.5774,2.5981,3,1.0,1,Mike Hillyer,3,5,Comedy,1,166.86
522,533,JESSIE MILAM,China,Binzhou,1,2005-08-17,3,19.97,5,10,8.18,3.485,3.3831,2.0,1.2247,0.8165,1,0.3333,1,Mike Hillyer,2,11,Horror,1,166.48
523,360,RALPH MADRIGAL,Puerto Rico,Arecibo,2,2005-07-28,3,11.97,7,9,5.99,3.7381,1.6005,1.29,0.5774,2.9692,2,0.6667,1,Mike Hillyer,2,13,New,1,166.43
524,277,OLGA JIMENEZ,Nigeria,Ogbomosho,2,2005-08-22,2,16.98,9,14,6.54,3.3537,3.113,1.56,0.6124,0.7258,2,1.0,1,Mike Hillyer,2,3,Children,1,166.29
525,450,JAY ROBB,Indonesia,Surakarta,1,2005-08-22,3,10.97,8,11,4.24,3.0537,2.2051,1.38,0.7559,2.1497,2,0.6667,2,Jon Stephens,2,4,Classics,1,166.03
526,200,JEANNE LAWSON,Turkmenistan,Ashgabat,2,2005-07-11,3,8.97,7,9,5.7,2.055,1.5906,1.29,0.5774,2.9692,2,0.6667,1,Mike Hillyer,2,9,Foreign,1,166.03
527,598,WADE DELVALLE,Switzerland,Lausanne,1,2005-07-12,4,14.96,4,6,6.74,4.3398,1.8953,1.5,1.0,2.5,3,0.75,2,Jon Stephens,3,5,Comedy,2,165.81
528,217,AGNES BISHOP,India,Sambhal,2,2005-07-31,2,9.98,5,7,4.79,1.4809,3.5074,1.4,0.7071,0.8485,0,0.0,2,Jon Stephens,2,7,Drama,1,165.75
529,585,PERRY SWAFFORD,Argentina,Quilmes,1,2005-07-27,3,12.97,5,6,6.99,4.6862,1.2765,1.2,0.5,3.6,1,0.3333,1,Mike Hillyer,2,4,Classics,1,165.73
530,299,JAMES GANNON,Japan,Hiroshima,2,2005-08-17,3,13.97,4,6,6.24,4.5702,1.6925,1.5,0.5774,2.5981,3,1.0,1,Mike Hillyer,3,7,Drama,1,165.64
531,257,MARSHA DOUGLAS,Mozambique,Beira,2,2005-08-19,5,20.95,7,16,9.69,5.0106,2.2469,2.29,1.4142,1.9193,2,0.4,2,Jon Stephens,3,8,Family,2,165.46
532,79,RACHEL BARNES,Japan,Kamakura,1,2005-07-31,3,9.97,8,10,5.49,2.9747,1.5069,1.25,0.5345,3.274,1,0.3333,1,Mike Hillyer,2,11,Horror,1,165.16
