suspicious_payment_sum_rank,customer_id,customer_name,customer_city,customer_country,window_start_date,window_end_date,window_sum_7d,window_count_7d,avg_prev30_window_sum_7d,avg_prev30_window_count_7d,sum_spike_ratio,payment_staff,payment_stores,distinct_rented_films,total_suspicious_payment_sum
112,496,TYLER WREN,Rizhao,China,2005-08-15,2005-08-21,30.94,6,9.31,2.33,3.32,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,57.87
112,496,TYLER WREN,Rizhao,China,2005-07-04,2005-07-10,23.94,6,2.99,1.0,8.01,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,57.87
113,28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-07-27,2005-08-02,43.91,9,11.76,4.4,3.74,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,57.86
113,28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-07-26,2005-08-01,40.92,8,11.76,4.4,3.48,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,57.86
113,28,CYNTHIA YOUNG,Munger (Monghyr),India,2005-06-15,2005-06-21,13.95,5,4.49,1.5,3.11,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,57.86
114,92,TINA SIMMONS,Goinia,Brazil,2005-07-05,2005-07-11,56.9,10,9.98,2.0,5.7,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,56.9
114,92,TINA SIMMONS,Goinia,Brazil,2005-07-04,2005-07-10,48.92,8,9.98,2.0,4.9,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,56.9
115,123,SHANNON FREEMAN,Varanasi (Benares),India,2005-07-26,2005-08-01,41.91,9,8.49,1.5,4.94,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,56.86
115,123,SHANNON FREEMAN,Varanasi (Benares),India,2005-07-25,2005-07-31,32.92,8,8.49,1.5,3.88,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,56.86
115,123,SHANNON FREEMAN,Varanasi (Benares),India,2005-06-13,2005-06-19,14.95,5,2.99,1.0,5.0,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,56.86
116,425,FRANCIS SIKES,San Juan Bautista Tuxtepec,Mexico,2005-07-06,2005-07-12,55.89,11,6.99,1.0,8.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,55.89
116,425,FRANCIS SIKES,San Juan Bautista Tuxtepec,Mexico,2005-07-05,2005-07-11,52.9,10,6.99,1.0,7.57,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,55.89
116,425,FRANCIS SIKES,San Juan Bautista Tuxtepec,Mexico,2005-07-03,2005-07-09,49.91,9,6.99,1.0,7.14,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,55.89
116,425,FRANCIS SIKES,San Juan Bautista Tuxtepec,Mexico,2005-07-02,2005-07-08,41.93,7,6.99,1.0,6.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,55.89
117,407,DALE RATCLIFF,Rustenburg,South Africa,2005-07-27,2005-08-02,55.89,11,9.98,2.5,5.6,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,55.89
117,407,DALE RATCLIFF,Rustenburg,South Africa,2005-07-26,2005-08-01,37.92,8,9.98,2.5,3.8,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,55.89
117,407,DALE RATCLIFF,Rustenburg,South Africa,2005-07-23,2005-07-29,32.93,7,9.98,2.5,3.3,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,55.89
118,553,MAX PITT,Novi Sad,Yugoslavia,2005-07-06,2005-07-12,48.88,12,10.98,1.75,4.45,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",12,55.87
118,553,MAX PITT,Novi Sad,Yugoslavia,2005-07-05,2005-07-11,47.89,11,12.31,2.0,3.89,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,55.87
118,553,MAX PITT,Novi Sad,Yugoslavia,2005-07-02,2005-07-08,44.9,10,12.31,2.0,3.65,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,55.87
119,232,CONSTANCE REID,Zaria,Nigeria,2005-07-26,2005-08-01,55.87,13,8.98,2.0,6.22,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",13,55.87
119,232,CONSTANCE REID,Zaria,Nigeria,2005-07-25,2005-07-31,48.88,12,8.98,2.0,5.44,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,55.87
119,232,CONSTANCE REID,Zaria,Nigeria,2005-07-24,2005-07-30,45.89,11,8.98,2.0,5.11,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,55.87
119,232,CONSTANCE REID,Zaria,Nigeria,2005-07-23,2005-07-29,30.92,8,8.98,2.0,3.44,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,55.87
120,125,ETHEL WEBB,Boksburg,South Africa,2005-07-27,2005-08-02,55.86,14,13.22,2.75,4.22,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",14,55.86
120,125,ETHEL WEBB,Boksburg,South Africa,2005-07-26,2005-08-01,47.87,13,13.22,2.75,3.62,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",13,55.86
120,125,ETHEL WEBB,Boksburg,South Africa,2005-07-25,2005-07-31,41.89,11,13.22,2.75,3.17,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,55.86
120,574,JULIAN VEST,Akishima,Japan,2005-07-06,2005-07-12,39.91,9,10.96,4.0,3.64,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,55.86
120,574,JULIAN VEST,Akishima,Japan,2005-07-04,2005-07-10,36.92,8,10.96,4.0,3.37,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,55.86
120,574,JULIAN VEST,Akishima,Japan,2005-07-03,2005-07-09,33.93,7,10.96,4.0,3.1,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,55.86
120,574,JULIAN VEST,Akishima,Japan,2005-06-15,2005-06-21,15.95,5,0.99,1.0,16.11,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,55.86
121,582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-07-27,2005-08-02,54.91,9,3.99,1.5,13.78,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,54.91
121,19,RUTH MARTINEZ,Kimberley,South Africa,2005-08-16,2005-08-22,53.92,8,15.97,3.0,3.38,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,54.91
121,19,RUTH MARTINEZ,Kimberley,South Africa,2005-08-15,2005-08-21,50.93,7,15.97,3.0,3.19,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,54.91
121,582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-07-25,2005-07-31,46.92,8,3.99,1.5,11.77,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,54.91
121,19,RUTH MARTINEZ,Kimberley,South Africa,2005-08-17,2005-08-23,45.92,8,13.64,2.33,3.37,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,54.91
121,582,ANDY VANHORN,Huejutla de Reyes,Mexico,2005-07-23,2005-07-29,36.93,7,3.99,1.5,9.27,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,54.91
122,22,LAURA RODRIGUEZ,Sal,Morocco,2005-08-17,2005-08-23,54.9,10,12.73,2.5,4.31,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,54.9
122,78,LORI WOOD,Rae Bareli,India,2005-07-27,2005-08-02,54.9,10,14.96,4.33,3.67,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,54.9
123,81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-17,2005-08-23,54.89,11,7.98,2.5,6.88,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,54.89
123,577,CLIFTON MALCOLM,Tanshui,Taiwan,2005-07-27,2005-08-02,54.89,11,12.97,3.33,4.23,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,54.89
123,577,CLIFTON MALCOLM,Tanshui,Taiwan,2005-07-26,2005-08-01,45.91,9,12.97,3.33,3.54,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,54.89
123,81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-16,2005-08-22,39.93,7,7.98,2.5,5.01,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,54.89
123,81,ANDREA HENDERSON,Mahajanga,Madagascar,2005-08-15,2005-08-21,33.94,6,7.98,2.5,4.26,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,54.89
124,394,CHRIS BROTHERS,Gijn,Spain,2005-07-05,2005-07-11,32.93,7,4.99,1.0,6.6,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,54.88
124,394,CHRIS BROTHERS,Gijn,Spain,2005-07-04,2005-07-10,27.94,6,4.99,1.0,5.6,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,54.88
124,394,CHRIS BROTHERS,Gijn,Spain,2005-07-03,2005-07-09,22.95,5,4.99,1.0,4.6,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,54.88
124,394,CHRIS BROTHERS,Gijn,Spain,2005-08-15,2005-08-21,21.95,5,6.97,3.0,3.15,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,54.88
125,36,KATHLEEN ADAMS,Arak,Iran,2005-07-27,2005-08-02,41.88,12,9.22,3.25,4.54,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,54.83
125,36,KATHLEEN ADAMS,Arak,Iran,2005-07-26,2005-08-01,33.9,10,9.22,3.25,3.68,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,54.83
125,36,KATHLEEN ADAMS,Arak,Iran,2005-07-25,2005-07-31,27.92,8,9.22,3.25,3.03,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,54.83
125,36,KATHLEEN ADAMS,Arak,Iran,2005-07-05,2005-07-11,12.95,5,0.99,1.0,13.08,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,54.83
126,512,CECIL VINES,London,United Kingdom,2005-08-17,2005-08-23,53.89,11,15.46,4.25,3.49,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,53.89
127,352,ALBERT CROUSE,Bamenda,Cameroon,2005-07-24,2005-07-30,32.93,7,7.99,1.5,4.12,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,53.88
127,352,ALBERT CROUSE,Bamenda,Cameroon,2005-07-22,2005-07-28,31.94,6,7.99,1.5,4.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,53.88
127,352,ALBERT CROUSE,Bamenda,Cameroon,2005-06-15,2005-06-21,20.95,5,2.99,1.0,7.01,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,53.88
128,482,MAURICE CRAWLEY,Coatzacoalcos,Mexico,2005-07-06,2005-07-12,52.91,9,3.49,1.5,15.18,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,52.91
128,482,MAURICE CRAWLEY,Coatzacoalcos,Mexico,2005-07-05,2005-07-11,38.93,7,3.49,1.5,11.17,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,52.91
128,482,MAURICE CRAWLEY,Coatzacoalcos,Mexico,2005-07-04,2005-07-10,29.94,6,3.49,1.5,8.59,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,52.91
129,265,JENNIE TERRY,Olomouc,Czech Republic,2005-07-06,2005-07-12,52.9,10,11.98,2.0,4.42,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,52.9
129,532,NEIL RENNER,Cam Ranh,Vietnam,2005-07-06,2005-07-12,52.9,10,6.99,1.5,7.57,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,52.9
129,532,NEIL RENNER,Cam Ranh,Vietnam,2005-07-05,2005-07-11,43.92,8,6.99,1.5,6.29,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,52.9
129,265,JENNIE TERRY,Olomouc,Czech Republic,2005-07-05,2005-07-11,39.92,8,11.98,2.0,3.33,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,52.9
129,532,NEIL RENNER,Cam Ranh,Vietnam,2005-07-04,2005-07-10,35.93,7,6.99,1.5,5.14,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,52.9
129,532,NEIL RENNER,Cam Ranh,Vietnam,2005-07-03,2005-07-09,23.95,5,6.99,1.5,3.43,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,52.9
130,102,CRYSTAL FORD,Ashdod,Israel,2005-07-06,2005-07-12,52.89,11,7.49,1.5,7.07,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,52.89
130,102,CRYSTAL FORD,Ashdod,Israel,2005-07-04,2005-07-10,46.9,10,7.49,1.5,6.27,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,52.89
130,102,CRYSTAL FORD,Ashdod,Israel,2005-07-03,2005-07-09,37.92,8,7.49,1.5,5.07,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,52.89
131,490,SAM MCDUFFIE,Sogamoso,Colombia,2005-07-06,2005-07-12,47.9,10,4.49,1.0,10.67,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,52.89
131,490,SAM MCDUFFIE,Sogamoso,Colombia,2005-07-05,2005-07-11,35.92,8,3.99,1.0,9.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,52.89
131,490,SAM MCDUFFIE,Sogamoso,Colombia,2005-07-04,2005-07-10,32.93,7,3.99,1.0,8.25,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,52.89
131,490,SAM MCDUFFIE,Sogamoso,Colombia,2005-07-03,2005-07-09,26.95,5,3.99,1.0,6.75,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,52.89
132,424,KYLE SPURLOCK,Shanwei,China,2005-07-27,2005-08-02,52.88,12,10.21,4.5,5.18,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,52.88
132,424,KYLE SPURLOCK,Shanwei,China,2005-07-26,2005-08-01,46.9,10,10.21,4.5,4.6,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,52.88
132,424,KYLE SPURLOCK,Shanwei,China,2005-07-25,2005-07-31,41.91,9,10.21,4.5,4.11,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,52.88
133,210,ELLA OLIVER,Aden,Yemen,2005-07-06,2005-07-12,52.87,13,3.49,1.5,15.17,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",13,52.87
133,210,ELLA OLIVER,Aden,Yemen,2005-07-05,2005-07-11,50.88,12,3.49,1.5,14.6,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",12,52.87
133,210,ELLA OLIVER,Aden,Yemen,2005-07-04,2005-07-10,45.89,11,3.49,1.5,13.17,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,52.87
133,210,ELLA OLIVER,Aden,Yemen,2005-07-03,2005-07-09,44.9,10,3.49,1.5,12.88,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,52.87
133,210,ELLA OLIVER,Aden,Yemen,2005-07-02,2005-07-08,40.91,9,3.49,1.5,11.74,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,52.87
133,210,ELLA OLIVER,Aden,Yemen,2005-07-01,2005-07-07,22.94,6,3.49,1.5,6.58,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,52.87
134,62,JOAN COOPER,Saint Louis,United States,2005-08-17,2005-08-23,27.93,7,8.73,2.5,3.2,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,52.86
134,62,JOAN COOPER,Saint Louis,United States,2005-06-15,2005-06-21,24.93,7,5.98,2.0,4.17,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,52.86
134,62,JOAN COOPER,Saint Louis,United States,2005-06-14,2005-06-20,19.95,5,5.98,2.0,3.34,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,52.86
135,331,ERIC ROBERT,Santa F,Argentina,2005-07-04,2005-07-10,51.91,9,7.98,2.0,6.51,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,51.91
135,331,ERIC ROBERT,Santa F,Argentina,2005-07-03,2005-07-09,43.93,7,7.98,2.0,5.51,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,51.91
135,331,ERIC ROBERT,Santa F,Argentina,2005-07-01,2005-07-07,40.94,6,7.98,2.0,5.13,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,51.91
136,376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-06,2005-07-12,51.9,10,1.49,1.5,34.95,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,51.9
136,376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-04,2005-07-10,32.93,7,1.49,1.5,22.18,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,51.9
136,376,RANDY GAITHER,Kurgan,Russian Federation,2005-07-02,2005-07-08,27.94,6,1.49,1.5,18.81,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,51.9
136,464,JEROME KENYON,Rancagua,Chile,2005-07-06,2005-07-12,26.95,5,6.49,1.5,4.16,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,51.9
136,464,JEROME KENYON,Rancagua,Chile,2005-08-17,2005-08-23,24.95,5,6.99,1.5,3.57,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,51.9
137,458,LLOYD DOWD,Tegal,Indonesia,2005-07-06,2005-07-12,26.93,7,6.49,1.5,4.15,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,51.86
137,458,LLOYD DOWD,Tegal,Indonesia,2005-08-17,2005-08-23,24.93,7,6.48,2.5,3.85,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,51.86
137,458,LLOYD DOWD,Tegal,Indonesia,2005-08-15,2005-08-21,19.94,6,6.48,2.5,3.08,Jon Stephens (#2),store #2,6,51.86
138,100,ROBIN HAYES,Jelets,Russian Federation,2005-07-06,2005-07-12,50.92,8,15.47,3.5,3.29,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,50.92
139,329,FRANK WAGGONER,Jamalpur,Bangladesh,2005-07-27,2005-08-02,50.88,12,11.3,3.0,4.5,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",12,50.88
139,329,FRANK WAGGONER,Jamalpur,Bangladesh,2005-07-26,2005-08-01,43.9,10,11.3,3.0,3.88,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,50.88
139,329,FRANK WAGGONER,Jamalpur,Bangladesh,2005-07-25,2005-07-31,34.92,8,11.3,3.0,3.09,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,50.88
140,294,SHELLY WATTS,Dayton,United States,2005-07-27,2005-08-02,50.87,13,14.23,2.5,3.58,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",13,50.87
140,294,SHELLY WATTS,Dayton,United States,2005-07-26,2005-08-01,44.89,11,14.23,2.5,3.16,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,50.87
141,275,CAROLE BARNETT,Peoria,United States,2005-08-17,2005-08-23,50.86,14,15.36,4.0,3.31,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",14,50.86
141,275,CAROLE BARNETT,Peoria,United States,2005-08-16,2005-08-22,46.87,13,15.36,4.0,3.05,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",13,50.86
142,152,ALICIA MILLS,Nagaon,India,2005-08-15,2005-08-21,30.9,10,9.49,1.5,3.26,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,50.85
142,152,ALICIA MILLS,Nagaon,India,2005-07-06,2005-07-12,19.95,5,4.99,1.0,4.0,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",5,50.85
143,548,ALLAN CORNISH,Tarlac,Philippines,2005-08-15,2005-08-21,25.95,5,6.49,1.5,4.0,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,49.9
143,548,ALLAN CORNISH,Tarlac,Philippines,2005-07-06,2005-07-12,23.95,5,4.31,2.0,5.55,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,49.9
144,499,MARC OUTLAW,Brindisi,Italy,2005-08-17,2005-08-23,49.9,10,16.35,4.8,3.05,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,49.9
145,129,CARRIE PORTER,Liaocheng,China,2005-07-26,2005-08-01,49.89,11,12.95,5.5,3.85,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,49.89
145,179,DANA HART,Kirovo-Tepetsk,Russian Federation,2005-07-27,2005-08-02,49.89,11,16.46,3.75,3.03,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",11,49.89
146,192,LAURIE LAWRENCE,Firozabad,India,2005-07-27,2005-08-02,36.92,8,9.37,3.0,3.94,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,49.87
146,192,LAURIE LAWRENCE,Firozabad,India,2005-07-26,2005-08-01,31.93,7,9.37,3.0,3.41,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,49.87
146,192,LAURIE LAWRENCE,Firozabad,India,2005-07-06,2005-07-12,12.95,5,3.99,1.0,3.25,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,49.87
147,350,JUAN FRALEY,Teboksary,Russian Federation,2005-08-17,2005-08-23,28.92,8,2.99,1.0,9.67,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,49.84
147,350,JUAN FRALEY,Teboksary,Russian Federation,2005-08-13,2005-08-19,26.93,7,4.99,1.0,5.4,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,49.84
147,350,JUAN FRALEY,Teboksary,Russian Federation,2005-08-12,2005-08-18,25.94,6,4.99,1.0,5.2,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,49.84
147,350,JUAN FRALEY,Teboksary,Russian Federation,2005-07-05,2005-07-11,19.93,7,6.48,2.5,3.08,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,49.84
148,259,LENA JENSEN,Halisahar,India,2005-07-27,2005-08-02,48.91,9,11.23,2.5,4.36,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,48.91
148,587,SERGIO STANFIELD,Celaya,Mexico,2005-07-27,2005-08-02,48.91,9,9.3,3.33,5.26,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,48.91
148,259,LENA JENSEN,Halisahar,India,2005-07-26,2005-08-01,44.92,8,11.23,2.5,4.0,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,48.91
148,427,JESUS MCCARTNEY,Guaruj,Brazil,2005-07-26,2005-08-01,42.92,8,13.37,3.0,3.21,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,48.91
148,587,SERGIO STANFIELD,Celaya,Mexico,2005-07-26,2005-08-01,40.93,7,9.3,3.33,4.4,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",7,48.91
148,427,JESUS MCCARTNEY,Guaruj,Brazil,2005-07-27,2005-08-02,40.92,8,12.47,2.67,3.28,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,48.91
148,259,LENA JENSEN,Halisahar,India,2005-07-24,2005-07-30,37.94,6,11.23,2.5,3.38,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,48.91
148,587,SERGIO STANFIELD,Celaya,Mexico,2005-07-25,2005-07-31,32.95,5,9.3,3.33,3.54,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,48.91
149,112,ROSA REYNOLDS,Lancaster,United States,2005-07-27,2005-08-02,48.9,10,9.48,2.5,5.16,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,48.9
149,160,ERIN DUNN,Ljubertsy,Russian Federation,2005-08-17,2005-08-23,48.9,10,13.55,5.0,3.61,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",9,48.9
149,495,CHARLIE BESS,Baiyin,China,2005-07-26,2005-08-01,48.9,10,10.98,2.0,4.45,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,48.9
149,515,ANDRE RAPP,Coquimbo,Chile,2005-08-16,2005-08-22,48.9,10,12.17,3.0,4.02,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",10,48.9
149,112,ROSA REYNOLDS,Lancaster,United States,2005-07-26,2005-08-01,45.91,9,9.48,2.5,4.85,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,48.9
149,515,ANDRE RAPP,Coquimbo,Chile,2005-08-15,2005-08-21,43.91,9,12.17,3.0,3.61,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,48.9
149,112,ROSA REYNOLDS,Lancaster,United States,2005-07-25,2005-07-31,39.92,8,9.48,2.5,4.21,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,48.9
149,515,ANDRE RAPP,Coquimbo,Chile,2005-08-14,2005-08-20,38.93,7,12.17,3.0,3.2,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",7,48.9
149,495,CHARLIE BESS,Baiyin,China,2005-07-25,2005-07-31,37.92,8,10.98,2.0,3.45,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",8,48.9
150,13,KAREN JACKSON,Osmaniye,Turkey,2005-07-27,2005-08-02,48.9,10,11.31,2.67,4.32,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,48.9
150,13,KAREN JACKSON,Osmaniye,Turkey,2005-07-25,2005-07-31,42.92,8,11.31,2.67,3.8,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",8,48.9
151,141,DEBBIE REYES,Fukuyama,Japan,2005-07-27,2005-08-02,48.89,11,9.22,3.5,5.31,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",11,48.89
151,141,DEBBIE REYES,Fukuyama,Japan,2005-07-26,2005-08-01,39.91,9,9.22,3.5,4.33,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",9,48.89
151,141,DEBBIE REYES,Fukuyama,Japan,2005-07-25,2005-07-31,28.94,6,9.22,3.5,3.14,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,48.89
152,269,CASSANDRA WALTERS,Salinas,United States,2005-07-06,2005-07-12,31.94,6,8.31,2.0,3.84,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",6,48.89
152,269,CASSANDRA WALTERS,Salinas,United States,2005-05-25,2005-05-31,16.95,5,1.99,1.0,8.52,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",5,48.89
153,215,JESSIE BANKS,Stara Zagora,Bulgaria,2005-08-17,2005-08-23,24.9,10,5.98,2.33,4.17,"Mike Hillyer (#1),Jon Stephens (#2)","store #1,store #2",10,48.84
153,215,JESSIE BANKS,Stara Zagora,Bulgaria,2005-06-14,2005-06-20,23.94,6,7.49,1.5,3.2,"Jon Stephens (#2),Mike Hillyer (#1)","store #2,store #1",6,48.84
